ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
1772	§80	Yamináwa	Yam	cortar la mano			mɨʂtɨ		m ɨ ʂ t ɨ	 (FAUST; LOOS, 2002	*βɨstɨ-	cortar	Yam mɨʂtɨ ‘cortar la mano’ (FAUST; LOOS;; 2002)
1774	§80	Sharanáwa	Shar	cortar	1		ɸɨstɨi		ɸ ɨ s t ɨi		*βɨstɨ-	cortar	Shar ɸɨstɨi, ɸɨstɨa ‘cortar el cerquillo’
1775	§80	Sharanáwa	Shar	cortar el cerquillo			ɸɨstɨa		ɸ ɨ s t ɨa		*βɨstɨ-	cortar	Shar ɸɨstɨi, ɸɨstɨa ‘cortar el cerquillo’
1779	§80	Amawáka	A	cortar	1		wɨstɨɨ-		w ɨ s t ɨɨ		*βɨstɨ-	cortar	A wɨstɨɨ-
1780	§80	Kaxinawá	Kn	cortar	1		bɨstɨ-		b ɨ s t ɨ		*βɨstɨ-	cortar	Kn bɨstɨ-
1781	§80	Marináwa	M	cortar	1		ɸɨstɨ-		ɸ ɨ s t ɨ		*βɨstɨ-	cortar	M ɸɨstɨ-
1785	§80	Mayorúna	My	cortar el racimo de una palmera			bɨʂte		b ɨ ʂ t e		*βɨstɨ-	cortar	My bɨʂte ‘cortar el racimo de una palmera’
1786	§81	Kakataibo	Ksh	sobrancelhas (?)	1		βɨʂko		β ɨ ʂ k o		*βɨʂko	sobrancelhas (?)	Ksh βɨʂko
1790	§81	Chákobo	Ch	cejas			βɨʂko		β ɨ ʂ k o	 (ZINGG, 1998	*βɨʂko	sobrancelhas (?)	Ch βɨʂko ‘cejas’ (ZINGG;; 1998), wɨʃko ‘ceja’
1791	§81	Chákobo	Ch	ceja			wɨʃko		w ɨ ʃ k o		*βɨʂko	sobrancelhas (?)	Ch βɨʂko ‘cejas’ (ZINGG;; 1998), wɨʃko ‘ceja’
1805	§81	Mayorúna	My	pedazo de una cosa larga			buʂku		b u ʂ k u		*βɨʂko	sobrancelhas (?)	My buʂku ‘pedazo de una cosa larga’
1807	§82	ShipiboKonibo	SK	com ojo hundidos			βɨʂpɨ		β ɨ ʂ p ɨ		*βɨʂpi	sobrancelhas	SK βɨʂpɨ ‘com ojo hundidos’
1808	§82	Kapanawa	Kp	yema,  retoño			βɨʂpi		β ɨ ʂ p i		*βɨʂpi	sobrancelhas	Kp βɨʂpi ‘yema;;  retoño’
1810	§82	Chákobo	Ch	pestaña			βɨʂpi		β ɨ ʂ p i	 (ZINGG, 1998	*βɨʂpi	sobrancelhas	Ch βɨʂpi ‘pestaña’ (ZINGG;; 1998), wɨʃpi ‘pestaña’
1811	§82	Chákobo	Ch	pestaña			wɨʃpi		w ɨ ʃ p i		*βɨʂpi	sobrancelhas	Ch βɨʂpi ‘pestaña’ (ZINGG;; 1998), wɨʃpi ‘pestaña’
1814	§82	Chanináwa	Chan	sobrancelhas	1		ɸɨʃpi		ɸ ɨ ʃ p i		*βɨʂpi	sobrancelhas	Chan ɸɨʃpi, ɸiʃpi ‘ceja’
1815	§82	Chanináwa	Chan	ceja			ɸiʃpi		ɸ i ʃ p i		*βɨʂpi	sobrancelhas	Chan ɸɨʃpi, ɸiʃpi ‘ceja’
1816	§82	Sharanáwa	Shar	sobrancelhas	1		ɸɨʂpi		ɸ ɨ ʂ p i		*βɨʂpi	sobrancelhas	Shar ɸɨʂpi, ɸɨʂpin ‘ceja’
1817	§82	Sharanáwa	Shar	ceja			ɸɨʂpin		ɸ ɨ ʂ p i n		*βɨʂpi	sobrancelhas	Shar ɸɨʂpi, ɸɨʂpin ‘ceja’
1818	§82	Shanenáwa	Shan	sobrancelhas	1		huʂpi		h u ʂ p i		*βɨʂpi	sobrancelhas	Shan huʂpi
1821	§82	Amawáka	A	sobrancelhas	1		wɨʃpi I		wɨʃpi I		*βɨʂpi	sobrancelhas	A wɨʃpi I
1822	§82	Kaxinawá	Kn	parte do osso frontal onde estão localizadas as sombrancelhas			bɨʃpi		b ɨ ʃ p i		*βɨʂpi	sobrancelhas	Kn bɨʃpi ‘parte do osso frontal onde estão localizadas as sombrancelhas’
1823	§82	Marináwa	M	ceja			ɸɨ́ʃpi		ɸ ɨ́ ʃ p i		*βɨʂpi	sobrancelhas	M ɸɨ́ʃpi ‘ceja’
1824	§82	Yawanawá	Yaw	sobrancelha			βɨʃpi		β ɨ ʃ p i	 (CABRAL; OLIVEIRA, 2012	*βɨʂpi	sobrancelhas	Yaw βɨʃpi ‘sobrancelha’ (CABRAL; OLIVEIRA;; 2012)
1827	§82	Mayorúna	My	ceja,  pestaña			-- (SK βɨʂni		-- (SK βɨʂni		*βɨʂpi	sobrancelhas	My -- (SK βɨʂni ‘ceja;;  pestaña’, βɨɾo karani ‘ceja’, βɨɾo kɨʂni ‘pestaña’
1828	§82	Mayorúna	My	ceja			βɨɾo karani		βɨɾo karani		*βɨʂpi	sobrancelhas	My -- (SK βɨʂni ‘ceja;;  pestaña’, βɨɾo karani ‘ceja’, βɨɾo kɨʂni ‘pestaña’
1829	§82	Mayorúna	My	pestaña			βɨɾo kɨʂni		βɨɾo kɨʂni		*βɨʂpi	sobrancelhas	My -- (SK βɨʂni ‘ceja;;  pestaña’, βɨɾo karani ‘ceja’, βɨɾo kɨʂni ‘pestaña’
1830	§82	Kakataibo	Ksh	sobrancelhas	1		βɨni		β ɨ n i		*βɨʂpi	sobrancelhas	Ksh βɨni
1831	§82	Kaxinawá	Kn	sobrancelhas	1		βɨʂmi		β ɨ ʂ m i		*βɨʂpi	sobrancelhas	Kn βɨʂmi
1832	§82	Amawáka	A	sobrancelhas	1		wɨxmí I		wɨxmí I		*βɨʂpi	sobrancelhas	A wɨxmí I
1833	§82	Marináwa	M	sobrancelhas	1		ɸɨʂmɨ (ɸɨɾokɨʂɨmi		ɸɨʂmɨ (ɸɨɾokɨʂɨmi		*βɨʂpi	sobrancelhas	M ɸɨʂmɨ (ɸɨɾokɨʂɨmi, un ejemplo M;;  ‘pestaña’)
1834	§82	Marináwa	M	pestaña			un ejemplo M,		un ejemplo M,		*βɨʂpi	sobrancelhas	M ɸɨʂmɨ (ɸɨɾokɨʂɨmi, un ejemplo M;;  ‘pestaña’)
1836	§83	ShipiboKonibo	SK	esp. de sapo	1		βɨʂko		β ɨ ʂ k o		*βɨʂko	esp. de sapo	SK βɨʂko
1837	§83	Kapanawa	Kp	esp. de sapo			βɨʂko		β ɨ ʂ k o	 (LOOS; LOOS, 1998	*βɨʂko	esp. de sapo	Kp βɨʂko ‘esp. de sapo’ (LOOS; LOOS;; 1998)
1839	§83	Chákobo	Ch	rana,  sapo			ˈβɨʂko		ˈβ ɨ ʂ k o	 (ZINGG, 1998	*βɨʂko	esp. de sapo	Ch ˈβɨʂko ‘rana;;  sapo’ (ZINGG;; 1998)
1843	§83	Sharanáwa	Shar	esp. de sapo	1		ɸɨʂko		ɸ ɨ ʂ k o		*βɨʂko	esp. de sapo	Shar ɸɨʂko, ɸɨʂkon ‘esp. de sapo’
1844	§83	Sharanáwa	Shar	esp. de sapo			ɸɨʂkon		ɸ ɨ ʂ k o n		*βɨʂko	esp. de sapo	Shar ɸɨʂko, ɸɨʂkon ‘esp. de sapo’
1850	§83	Marináwa	M	clase de rana			ɸɨʂko		ɸ ɨ ʂ k o		*βɨʂko	esp. de sapo	M ɸɨʂko ‘clase de rana’
1853	§83	Matís	Mt	esp. de sapo			boʂkekid		b o ʂ k e k i d		*βɨʂko	esp. de sapo	Mt boʂkekid ‘esp. de sapo’
1854	§83	Mayorúna	My	rana terrestre mediana			boʂ		b o ʂ		*βɨʂko	esp. de sapo	My boʂ ‘rana terrestre mediana’
1855	§84	Kakataibo	Ksh	no profundo y también cristalina <<clara>>,  del agua			βɨʂnã́		β ɨ ʂ n ã́		*βɨʂ[n]a[n]	fino,  raso	Ksh βɨʂnã́ ‘no profundo y también cristalina <<clara>>;;  del agua’, **βɨʂbá ‘fino;;  delgado como el papel o la tela’
1856	§84	Kakataibo	Ksh	fino,  delgado como el papel o la tela			βɨʂbá	1	** β ɨ ʂ b á		*βɨʂ[n]a[n]	fino,  raso	Ksh βɨʂnã́ ‘no profundo y también cristalina <<clara>>;;  del agua’, **βɨʂbá ‘fino;;  delgado como el papel o la tela’
1857	§84	ShipiboKonibo	SK	fino,  raso	1		βɨʂnã́		β ɨ ʂ n ã́		*βɨʂ[n]a[n]	fino,  raso	SK βɨʂnã́
1858	§84	Kapanawa	Kp	aguardiente			βɨʂnán		β ɨ ʂ n á n		*βɨʂ[n]a[n]	fino,  raso	Kp βɨʂnán ‘aguardiente’
1864	§84	Sharanáwa	Shar	fino			ɸɨʂnan		ɸ ɨ ʂ n a n		*βɨʂ[n]a[n]	fino,  raso	Shar ɸɨʂnan ‘fino, delgado, flaco;;  aguado’
1865	§84	Sharanáwa	Shar	fino,  raso	1		delgado		d e l g a d o		*βɨʂ[n]a[n]	fino,  raso	Shar ɸɨʂnan ‘fino, delgado, flaco;;  aguado’
1866	§84	Sharanáwa	Shar	fino,  raso	1		flaco,  aguado’		flaco,  aguado’		*βɨʂ[n]a[n]	fino,  raso	Shar ɸɨʂnan ‘fino, delgado, flaco;;  aguado’
1870	§84	Amawáka	A	fino,  delgado			wɨxna II		wɨxna II		*βɨʂ[n]a[n]	fino,  raso	A wɨxna II ‘fino;;  delgado’, **wixwa- ‘aclararse;;  como el cielo’,  wɨxnɨɨ- I ‘volverse no profundo’, **ver War
1871	§84	Amawáka	A	aclararse,  como el cielo			wixwa-	1	** w i x w a		*βɨʂ[n]a[n]	fino,  raso	A wɨxna II ‘fino;;  delgado’, **wixwa- ‘aclararse;;  como el cielo’,  wɨxnɨɨ- I ‘volverse no profundo’, **ver War
1872	§84	Amawáka	A	volverse no profundo			wɨxnɨɨ- I		wɨxnɨɨ- I		*βɨʂ[n]a[n]	fino,  raso	A wɨxna II ‘fino;;  delgado’, **wixwa- ‘aclararse;;  como el cielo’,  wɨxnɨɨ- I ‘volverse no profundo’, **ver War
1873	§84	Amawáka	A	fino,  raso	1		ver War	1	**ver War		*βɨʂ[n]a[n]	fino,  raso	A wɨxna II ‘fino;;  delgado’, **wixwa- ‘aclararse;;  como el cielo’,  wɨxnɨɨ- I ‘volverse no profundo’, **ver War
1874	§84	Kaxinawá	Kn	transparente			bɨʂnã		b ɨ ʂ n ã		*βɨʂ[n]a[n]	fino,  raso	Kn bɨʂnã ‘transparente, claro, delgado;;  fino’
1875	§84	Kaxinawá	Kn	fino,  raso	1		claro		c l a r o		*βɨʂ[n]a[n]	fino,  raso	Kn bɨʂnã ‘transparente, claro, delgado;;  fino’
1876	§84	Kaxinawá	Kn	fino,  raso	1		delgado,  fino’		delgado,  fino’		*βɨʂ[n]a[n]	fino,  raso	Kn bɨʂnã ‘transparente, claro, delgado;;  fino’
1877	§84	Marináwa	M	no profundo y también claro			ɸɨ́ʂnã		ɸ ɨ́ ʂ n ã		*βɨʂ[n]a[n]	fino,  raso	M ɸɨ́ʂnã ‘no profundo y también claro, del água;;  fino’
1878	§84	Marináwa	M	fino,  raso	1		del água,  fino’		del água,  fino’		*βɨʂ[n]a[n]	fino,  raso	M ɸɨ́ʂnã ‘no profundo y también claro, del água;;  fino’
1883	§85	Kakataibo	Ksh	cocinar carne en agua			βɨtɨ᷈		β ɨ t ɨ᷈		*βɨtɨm	sopa,  caldo	Ksh βɨtɨ᷈ ‘cocinar carne en agua’
1884	§85	ShipiboKonibo	SK	guiso de pescado			βɨtɨ᷈		β ɨ t ɨ᷈		*βɨtɨm	sopa,  caldo	SK βɨtɨ᷈ ‘guiso de pescado’
1885	§85	Kapanawa	Kp	sopa			βɨtɨn		β ɨ t ɨ n	 (LOOS; LOOS, 1998	*βɨtɨm	sopa,  caldo	Kp βɨtɨn ‘sopa’ (LOOS; LOOS;; 1998)
1887	§85	Chákobo	Ch	alimento			βɨtɨ́mɨ		β ɨ t ɨ́ m ɨ		*βɨtɨm	sopa,  caldo	Ch βɨtɨ́mɨ ‘alimento’
1891	§85	Sharanáwa	Shar	sopa			ɸɨtɨn		ɸ ɨ t ɨ n		*βɨtɨm	sopa,  caldo	Shar ɸɨtɨn ‘sopa’
1893	§85	Katukina	Kat	sopa de peixe			(yuntu		( yu n t u		*βɨtɨm	sopa,  caldo	Kat (yuntu ‘sopa de peixe’)
1895	§85	Amawáka	A	bebida hecha de maíz dulce			wɨtɨ᷈ II		wɨtɨ᷈ II		*βɨtɨm	sopa,  caldo	A wɨtɨ᷈ II ‘bebida hecha de maíz dulce’
1896	§85	Kaxinawá	Kn	sopa que contiene carne			bɨtɨ᷈		b ɨ t ɨ᷈		*βɨtɨm	sopa,  caldo	Kn bɨtɨ᷈ ‘sopa que contiene carne’
1897	§85	Marináwa	M	sopa que contiene carne			ɸɨ́tɨ᷈		ɸ ɨ́ t ɨ᷈		*βɨtɨm	sopa,  caldo	M ɸɨ́tɨ᷈ ‘sopa que contiene carne’
1899	§85	Korúbo	Ko	sopa			βɨtɨn		β ɨ t ɨ n		*βɨtɨm	sopa,  caldo	Ko βɨtɨn ‘sopa, caldo;;  mingau’
1900	§85	Korúbo	Ko	sopa,  caldo	1		caldo,  mingau’		caldo,  mingau’		*βɨtɨm	sopa,  caldo	Ko βɨtɨn ‘sopa, caldo;;  mingau’
1901	§85	Matís	Mt	sopa			bɨtɨn		b ɨ t ɨ n		*βɨtɨm	sopa,  caldo	Mt bɨtɨn ‘sopa’
1904	§86	ShipiboKonibo	SK	rosto,  cara (prefixo parte do corpo)	1		βɨ-tónko		β ɨ t ó n k o		*βɨ-	rosto,  cara (prefixo parte do corpo)	SK βɨ-tónko, βɨtónkonín ‘frente;;  parte superior del rostro’ (LOOS; LOOS;; 1998)
1905	§86	ShipiboKonibo	SK	frente,  parte superior del rostro			βɨtónkonín		β ɨ t ó n k o n í n	 (LOOS; LOOS, 1998	*βɨ-	rosto,  cara (prefixo parte do corpo)	SK βɨ-tónko, βɨtónkonín ‘frente;;  parte superior del rostro’ (LOOS; LOOS;; 1998)
1906	§86	Kapanawa	Kp	rosto,  cara (prefixo parte do corpo)	1		βɨ-tonko		β ɨ t o n k o		*βɨ-	rosto,  cara (prefixo parte do corpo)	Kp βɨ-tonko
1909	§86	Kaxararí	Kax	testa			(tʃɨ-tu᷈ˈku [tʃɨtu᷈ˈku]		(tʃɨ-tu᷈ˈku [tʃɨtu᷈ˈku]		*βɨ-	rosto,  cara (prefixo parte do corpo)	Kax (tʃɨ-tu᷈ˈku [tʃɨtu᷈ˈku] ‘testa’)
1911	§86	Chanináwa	Chan	rosto,  cara (prefixo parte do corpo)	1		ɸɨ-toko		ɸ ɨ t o k o		*βɨ-	rosto,  cara (prefixo parte do corpo)	Chan ɸɨ-toko
1915	§86	Poyanáwa	Poy	punhos			βɨ-tuhku		β ɨ t u h k u		*βɨ-	rosto,  cara (prefixo parte do corpo)	Poy βɨ-tuhku ‘punhos’
1916	§86	Amawáka	A	frente			wɨ-mãko		w ɨ m ã k o		*βɨ-	rosto,  cara (prefixo parte do corpo)	A wɨ-mãko ‘frente’
1917	§86	Kaxinawá	Kn	rosto,  cara (prefixo parte do corpo)	1		bɨ-tũku		b ɨ t ũ k u		*βɨ-	rosto,  cara (prefixo parte do corpo)	Kn bɨ-tũku
1923	§87	Kakataibo	Ksh	pegar	1		βi-		β i		*βiCc-	pegar	Ksh βi-
1924	§87	ShipiboKonibo	SK	pegar	1		βi-		β i		*βiCc-	pegar	SK βi-
1925	§87	Kapanawa	Kp	pegar	1		βi		β i		*βiCc-	pegar	Kp βi, (βiʔ-kin ‘agarrar’ (LOOS; LOOS;; 1998))
1926	§87	Kapanawa	Kp	agarrar			(βiʔ-kin		( β i ʔ k i n	 (LOOS; LOOS, 1998	*βiCc-	pegar	Kp βi, (βiʔ-kin ‘agarrar’ (LOOS; LOOS;; 1998))
1927	§87	Marúbo	Mar	pegar			vi		v i		*βiCc-	pegar	Mar vi ‘pegar’
1928	§87	Chákobo	Ch	coger			βi-		β i	 (ZINGG, 1998	*βiCc-	pegar	Ch βi- ‘coger’ (ZINGG;; 1998)
1930	§87	Yamináwa	Yam	traer,  coger			ɸi		ɸ i	 (FAUST; LOOS, 2002	*βiCc-	pegar	Yam ɸi ‘traer;;  coger’ (FAUST; LOOS;; 2002)
1931	§87	Chanináwa	Chan	pegar	1		ɸii		ɸ ii		*βiCc-	pegar	Chan ɸii, bii ‘traer’
1932	§87	Chanináwa	Chan	traer			bii		b ii		*βiCc-	pegar	Chan ɸii, bii ‘traer’
1933	§87	Sharanáwa	Shar	coger			ɸii		ɸ ii		*βiCc-	pegar	Shar ɸii ‘coger’
1934	§87	Shanenáwa	Shan	trazer			fi		f i		*βiCc-	pegar	Shan fi ‘trazer’
1935	§87	Katukina	Kat	comprar			βi-ai		β i ai		*βiCc-	pegar	Kat βi-ai ‘comprar’
1937	§87	Amawáka	A	pegar	1		wi-		w i		*βiCc-	pegar	A wi-
1938	§87	Kaxinawá	Kn	pegar	1		bi-		b i		*βiCc-	pegar	Kn bi-
1939	§87	Marináwa	M	obtener,  recibir			ɸí-		ɸ í		*βiCc-	pegar	M ɸí- ‘obtener;;  recibir’
1941	§87	Korúbo	Ko	pegar			bet		b e t		*βiCc-	pegar	Ko bet ‘pegar’
1942	§87	Matís	Mt	pegar			bed-kin		b e d k i n		*βiCc-	pegar	Mt bed-kin ‘pegar’
1943	§87	Mayorúna	My	coger			bed		b e d		*βiCc-	pegar	My bed ‘coger, agarrar;;  capturar’
1944	§87	Mayorúna	My	pegar	1		agarrar,  capturar’		agarrar,  capturar’		*βiCc-	pegar	My bed ‘coger, agarrar;;  capturar’
1946	§88	ShipiboKonibo	SK	pele,  couro	1		βitʃi		β i t ʃ i		*βitsi	pele,  couro	SK βitʃi
1947	§88	Kapanawa	Kp	pele,  couro	1		βitʃI		β i t ʃ I		*βitsi	pele,  couro	Kp βitʃI
1948	§88	Marúbo	Mar	escudo (feito de couro)			vitʃi		v i t ʃ i	 (CESARINO, 2008,  cf. MELATTI; MELATTI, 1975	*βitsi	pele,  couro	Mar vitʃi ‘escudo (feito de couro)’ (CESARINO;; 2008;;  cf. MELATTI; MELATTI;; 1975)
1949	§88	Chákobo	Ch	pele,  couro	1		βitʃi		β i t ʃ i		*βitsi	pele,  couro	Ch βitʃi
1950	§88	Kaxararí	Kax	pele			biˈtʃi		b i ˈt ʃ i		*βitsi	pele,  couro	Kax biˈtʃi ‘pele’
1952	§88	Chanináwa	Chan	pele,  couro	1		ɸitʃi		ɸ i t ʃ i		*βitsi	pele,  couro	Chan ɸitʃi
1953	§88	Sharanáwa	Shar	pele,  couro	1		ɸitʃi		ɸ i t ʃ i		*βitsi	pele,  couro	Shar ɸitʃi, ɸitʃin ‘cuero;;  piel’, iwi ɸitʃi ‘corteza;;  carapa’
1954	§88	Sharanáwa	Shar	cuero,  piel			ɸitʃin		ɸ i t ʃ i n		*βitsi	pele,  couro	Shar ɸitʃi, ɸitʃin ‘cuero;;  piel’, iwi ɸitʃi ‘corteza;;  carapa’
1955	§88	Sharanáwa	Shar	corteza,  carapa			iwi ɸitʃi		iwi ɸitʃi		*βitsi	pele,  couro	Shar ɸitʃi, ɸitʃin ‘cuero;;  piel’, iwi ɸitʃi ‘corteza;;  carapa’
1956	§88	Shanenáwa	Shan	pele			fitʃi		f i t ʃ i		*βitsi	pele,  couro	Shan fitʃi ‘pele’
1960	§88	Kaxinawá	Kn	pele,  couro	1		bitʃi		b i t ʃ i		*βitsi	pele,  couro	Kn bitʃi
1961	§88	Marináwa	M	pele,  couro	1		ɸitʃI		ɸ i t ʃ I		*βitsi	pele,  couro	M ɸitʃI
1962	§88	Yawanawá	Yaw	pele			βɨtʃi		β ɨ t ʃ i		*βitsi	pele,  couro	Yaw βɨtʃi ‘pele’
1964	§88	Matís	Mt	pele,  couro	1		bitsi		b i t s i		*βitsi	pele,  couro	Mt bitsi
1965	§88	Mayorúna	My	piel			biˈtsi		b i ˈt s i		*βitsi	pele,  couro	My biˈtsi ‘piel, cuero, escama;;  etc’
1966	§88	Mayorúna	My	pele,  couro	1		cuero		c ue r o		*βitsi	pele,  couro	My biˈtsi ‘piel, cuero, escama;;  etc’
1967	§88	Mayorúna	My	pele,  couro	1		escama,  etc’		escama,  etc’		*βitsi	pele,  couro	My biˈtsi ‘piel, cuero, escama;;  etc’
1968	§89	Kakataibo	Ksh	esp.degarça	1		βitʃo		β i t ʃ o		*βitʃo	esp.degarça	Ksh βitʃo
1976	§89	Sharanáwa	Shar	esp.degarça	1		ɸitʃo		ɸ i t ʃ o		*βitʃo	esp.degarça	Shar ɸitʃo, ɸitʃon ‘garza’
1977	§89	Sharanáwa	Shar	garza			ɸitʃon		ɸ i t ʃ o n		*βitʃo	esp.degarça	Shar ɸitʃo, ɸitʃon ‘garza’
1978	§89	Shanenáwa	Shan	garça			fitʃu		f i t ʃ u		*βitʃo	esp.degarça	Shan fitʃu ‘garça’
1981	§89	Amawáka	A	esp.degarça	1		witʃo I		witʃo I		*βitʃo	esp.degarça	A witʃo I
1982	§89	Kaxinawá	Kn	esp.degarça	1		bitʃu		b i t ʃ u		*βitʃo	esp.degarça	Kn bitʃu
1983	§89	Marináwa	M	garza			ɸitʃo		ɸ i t ʃ o		*βitʃo	esp.degarça	M ɸitʃo ‘garza’
1984	§89	Yawanawá	Yaw	garça			βitʃu		β i t ʃ u		*βitʃo	esp.degarça	Yaw βitʃu ‘garça’
1988	§90	Kakataibo	Ksh	carapanã	1		βii		β ii		βi	carapanã	Ksh βii, (βi ‘zancudo’ (SHELL;; 1987))
1989	§90	Kakataibo	Ksh	zancudo			(βi		( β i	 (SHELL, 1987	βi	carapanã	Ksh βii, (βi ‘zancudo’ (SHELL;; 1987))
1990	§90	ShipiboKonibo	SK	carapanã	1		βií		β ií		βi	carapanã	SK βií, (βíi ‘zancudo’ (LORIOT; LAURIAULT; DAY;; 1993))
1991	§90	ShipiboKonibo	SK	zancudo			(βíi		( β íi	 (LORIOT; LAURIAULT; DAY, 1993	βi	carapanã	SK βií, (βíi ‘zancudo’ (LORIOT; LAURIAULT; DAY;; 1993))
1992	§90	Kapanawa	Kp	zancudo			βii. Ch βii		βii. Ch βii		βi	carapanã	Kp βii. Ch βii ‘zancudo’
1993	§90	Amawáka	A	carapanã	1		wíí I		wíí I		βi	carapanã	A wíí I
1994	§90	Kaxinawá	Kn	carapanã	1		bi		b i		βi	carapanã	Kn bi
1995	§90	Marináwa	M	carapanã	1		ɸi᷈		ɸ i᷈		βi	carapanã	M ɸi᷈
1996	§90	Marúbo	Mar	carapanã			vi		v i	 (ANONBY; HOLBROOK, 2010	βi	carapanã	Mar vi ‘carapanã’ (ANONBY; HOLBROOK;; 2010)
1997	§90	Katukina	Kat	carapanã			βii		β ii		βi	carapanã	Kat βii ‘carapanã’
1999	§90	Yawanawá	Yaw	carapanã			βi		β i		βi	carapanã	Yaw βi ‘carapanã’
2000	§90	Poyanáwa	Poy	carapanã			βi		β i		βi	carapanã	Poy βi ‘carapanã’
2002	§90	Yamináwa	Yam	zancudo ergativo			ɸii᷈		ɸ ii᷈	 (FAUST; LOOS, 2002	βi	carapanã	Yam ɸii᷈ ‘zancudo ergativo’ (FAUST; LOOS;; 2002)
2004	§90	Sharanáwa	Shar	carapanã	1		ɸiin		ɸ ii n		βi	carapanã	Shar ɸiin, ɸiinman ‘zancudo’
2005	§90	Sharanáwa	Shar	zancudo			ɸiinman		ɸ ii n m a n		βi	carapanã	Shar ɸiin, ɸiinman ‘zancudo’
2007	§90	Matís	Mt	mosquito,  carapanã			biuʂ		b iu ʂ		βi	carapanã	Mt biuʂ ‘mosquito;;  carapanã’
2008	§90	Mayorúna	My	mosquito,  zancudo			biuʂ		b iu ʂ		βi	carapanã	My biuʂ ‘mosquito;;  zancudo’
2009	§91	Kakataibo	Ksh	fruto	1		βimi		β i m i		*βimi	fruto	Ksh βimi
2010	§91	ShipiboKonibo	SK	fruto	1		βimi		β i m i		*βimi	fruto	SK βimi
2011	§91	Kapanawa	Kp	fruto	1		βimi		β i m i		*βimi	fruto	Kp βimi
2012	§91	Marúbo	Mar	fruta			vimi [ˈvimi ~ ˈvi᷈mbi]		vimi [ˈvimi ~ ˈvi᷈mbi]		*βimi	fruto	Mar vimi [ˈvimi ~ ˈvi᷈mbi] ‘fruta’
2013	§91	Chákobo	Ch	fruto			βimi		β i m i		*βimi	fruto	Ch βimi ‘fruto’
2014	§91	Kaxararí	Kax	fruto	1		biˈmi		b i ˈm i		*βimi	fruto	Kax biˈmi
2015	§91	Yamináwa	Yam	fruto			ɸimi		ɸ i m i	 (FAUST; LOOS, 2002	*βimi	fruto	Yam ɸimi ‘fruto’ (FAUST; LOOS;; 2002)
2016	§91	Chanináwa	Chan	fruto	1		ɸibi		ɸ i b i		*βimi	fruto	Chan ɸibi, huibi ‘fruta’
2017	§91	Chanináwa	Chan	fruta			huibi		h ui b i		*βimi	fruto	Chan ɸibi, huibi ‘fruta’
2018	§91	Sharanáwa	Shar	fruto	1		ɸimi		ɸ i m i		*βimi	fruto	Shar ɸimi, ɸimin ‘fruto’
2019	§91	Sharanáwa	Shar	fruto			ɸimin		ɸ i m i n		*βimi	fruto	Shar ɸimi, ɸimin ‘fruto’
2020	§91	Shanenáwa	Shan	fruto	1		fimi		f i m i		*βimi	fruto	Shan fimi
2021	§91	Katukina	Kat	fruto	1		βimi		β i m i		*βimi	fruto	Kat βimi
2023	§91	Amawáka	A	fruto	1		wimi		w i m i		*βimi	fruto	A wimi
2024	§91	Kaxinawá	Kn	fruto	1		bimi I		bimi I		*βimi	fruto	Kn bimi I
2025	§91	Marináwa	M	fruto	1		ɸimi		ɸ i m i		*βimi	fruto	M ɸimi
2026	§91	Yawanawá	Yaw	fruto	1		βimi		β i m i		*βimi	fruto	Yaw βimi
2029	§91	Mayorúna	My	fruto	1		- -		- -		*βimi	fruto	My - -
2030	§92	Kakataibo	Ksh	marimbondo,  caba	1		βina		β i n a		*βira	marimbondo,  caba	Ksh βina
2031	§92	ShipiboKonibo	SK	marimbondo,  caba	1		βina		β i n a		*βira	marimbondo,  caba	SK βina
2032	§92	Kapanawa	Kp	marimbondo,  caba	1		βina		β i n a		*βira	marimbondo,  caba	Kp βina
2033	§92	Marúbo	Mar	vespa,  marimbondo			vina		v i n a	 (CESARINO, 2008	*βira	marimbondo,  caba	Mar vina ‘vespa;;  marimbondo’ (CESARINO;; 2008)
2034	§92	Chákobo	Ch	marimbondo,  caba	1		βina		β i n a		*βira	marimbondo,  caba	Ch βina
2035	§92	Kaxararí	Kax	abelha			/biˈla/ [biˈla]		/biˈla/ [biˈla]	 (COUTO, 2005	*βira	marimbondo,  caba	Kax /biˈla/ [biˈla] ‘abelha’ (COUTO;; 2005)
2036	§92	Yamináwa	Yam	avispa			ɸina		ɸ i n a	 (FAUST; LOOS, 2002	*βira	marimbondo,  caba	Yam ɸina ‘avispa’ (FAUST; LOOS;; 2002)
2038	§92	Sharanáwa	Shar	marimbondo,  caba	1		ɸina		ɸ i n a		*βira	marimbondo,  caba	Shar ɸina, ɸinan ‘avispa’
2039	§92	Sharanáwa	Shar	avispa			ɸinan		ɸ i n a n		*βira	marimbondo,  caba	Shar ɸina, ɸinan ‘avispa’
2041	§92	Katukina	Kat	caba			βinna [βia]		βinna [βia]		*βira	marimbondo,  caba	Kat βinna [βia] ‘caba’
2043	§92	Amawáka	A	marimbondo,  caba	1		wina I		wina I		*βira	marimbondo,  caba	A wina I
2044	§92	Kaxinawá	Kn	marimbondo,  caba	1		bina		b i n a		*βira	marimbondo,  caba	Kn bina
