ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	SOURCE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
795	§35	Marúbo	Mar	triste, nostálgico			onis	1	** o n i s		Cesarino2008	ʔo[n]a[n]-	conhecer,  aprender	Mar **oni-ka ‘bravo’ (COSTA;; 1994), **onis ‘triste;;  nostálgico’ (CESARINO;; 2008)
800	§35	Sharanáwa	Shar	conhecer, aprender	1		onain		o n ai n			ʔo[n]a[n]-	conhecer,  aprender	Shar onain, onaan ‘advinar;;  conocer’
801	§35	Sharanáwa	Shar	advinar, conocer			onaan		o n aa n			ʔo[n]a[n]-	conhecer,  aprender	Shar onain, onaan ‘advinar;;  conocer’
803	§35	Katukina	Kat	tristeza			una-maska-ai		u n a m a s k a ai			ʔo[n]a[n]-	conhecer,  aprender	Kat una-maska-ai ‘tristeza’
805	§35	Amawáka	A	conhecer, aprender	1		onã-		o n ã			ʔo[n]a[n]-	conhecer,  aprender	A onã-
806	§35	Kaxinawá	Kn	conhecer, aprender	1		unã-		u n ã			ʔo[n]a[n]-	conhecer,  aprender	Kn unã-
807	§35	Marináwa	M	saber, aprender			ṍnã		ṍ n ã			ʔo[n]a[n]-	conhecer,  aprender	M ṍnã ‘saber;;  aprender’
809	§35	Korúbo	Ko	saber			unan		u n a n			ʔo[n]a[n]-	conhecer,  aprender	Ko unan ‘saber’
811	§35	Mayorúna	My	nombre de mujer			unan		u n a n			ʔo[n]a[n]-	conhecer,  aprender	My unan ‘nombre de mujer’
812	§36	Proto-Panoan	Proto	água fresca (lit. líquido novo)		0	ʔoma-paʂa		ʔ o m a p a ʂ a		Oliveira2014	ʔoma-paʂa	água fresca (lit. líquido novo)	*ʔoma-paʂa ‘água fresca (lit. líquido novo)’
813	§36	Kakataibo	Ksh	agua en recipiente			ʔõpáʂ		ʔ õ p á ʂ			ʔoma-paʂa	água fresca (lit. líquido novo)	Ksh ʔõpáʂ ‘agua en recipiente’
814	§36	ShipiboKonibo	SK	agua en um recipiente			ʔõpáʂ		ʔ õ p á ʂ			ʔoma-paʂa	água fresca (lit. líquido novo)	SK ʔõpáʂ ‘agua en um recipiente’
815	§36	Kapanawa	Kp	bebida de maíz o de yuca			ʔompa		ʔ o m p a			ʔoma-paʂa	água fresca (lit. líquido novo)	Kp ʔompa ‘bebida de maíz o de yuca’
816	§36	Marúbo	Mar	água			ˈwakapaʃa		ˈw a k a p a  ʃ a			ʔoma-paʂa	água fresca (lit. líquido novo)	Mar ˈwakapaʃa ‘água’, ˈwaka ‘rio’ (COSTA;; 1992), paʃa ‘fresco;;  novo’ (CESARINO;; 2008)
817	§36	Marúbo	Mar	rio			ˈwaka		ˈw a k a		Costa1992	ʔoma-paʂa	água fresca (lit. líquido novo)	Mar ˈwakapaʃa ‘água’, ˈwaka ‘rio’ (COSTA;; 1992), paʃa ‘fresco;;  novo’ (CESARINO;; 2008)
818	§36	Marúbo	Mar	fresco, novo			paʃa		p a ʃ a		Cesarino2008	ʔoma-paʂa	água fresca (lit. líquido novo)	Mar ˈwakapaʃa ‘água’, ˈwaka ‘rio’ (COSTA;; 1992), paʃa ‘fresco;;  novo’ (CESARINO;; 2008)
819	§36	Chákobo	Ch	água			hɨnɨ paʂa		hɨnɨ paʂa			ʔoma-paʂa	água fresca (lit. líquido novo)	Ch hɨnɨ paʂa ‘água’
821	§36	Yamináwa	Yam	água fresca (lit. líquido novo)			õpaʂ [ɞ᷈ˈpaʂ] 		õpaʂ [ɞ᷈ˈpaʂ] 		Lanes2005	ʔoma-paʂa	água fresca (lit. líquido novo)	Yam õpaʂ [ɞ᷈ˈpaʂ] (LANES;; 2005)
827	§36	Kaxinawá	Kn	agua para ele consumo			ũpaʂ		ũ p a ʂ			ʔoma-paʂa	água fresca (lit. líquido novo)	Kn ũpaʂ ‘agua para ele consumo’
832	§36	Matís	Mt	mingau			uma		u m a			ʔoma-paʂa	água fresca (lit. líquido novo)	Mt uma ‘mingau’, paʃa ‘novo’
833	§36	Matís	Mt	novo			paʃa		p a ʃ a			ʔoma-paʂa	água fresca (lit. líquido novo)	Mt uma ‘mingau’, paʃa ‘novo’
834	§36	Mayorúna	My	bebida cernida			uma		u m a			ʔoma-paʂa	água fresca (lit. líquido novo)	My uma ‘bebida cernida’
835	§37	Proto-Panoan	Proto	rir		0	ʔosa[n]-		ʔ o s a [ n ]		Oliveira2014	ʔosa[n]-	rir	*ʔosa[n]- ‘rir’
836	§37	Kakataibo	Ksh	rir	1		ʔosã́-		ʔ o s ã́			ʔosa[n]-	rir	Ksh ʔosã́-
837	§37	ShipiboKonibo	SK	rir	1		ʔosã́		ʔ o s ã́			ʔosa[n]-	rir	SK ʔosã́
838	§37	Kapanawa	Kp	rir	1		ʔosán-		ʔ o s á n			ʔosa[n]-	rir	Kp ʔosán-
839	§37	Marúbo	Mar	rir			[u᷈ˈsɐ᷈ɐ]᷈		[ u᷈ ˈs ɐ᷈ɐ ]᷈		Costa1992	ʔosa[n]-	rir	Mar [u᷈ˈsɐ᷈ɐ]᷈ ‘rir’ (COSTA;; 1992)
840	§37	Chákobo	Ch	reirse o burlarse			ʔosa		ʔ o s a		Zingg1998	ʔosa[n]-	rir	Ch ʔosa ‘reirse o burlarse’ (ZINGG;; 1998)
844	§37	Sharanáwa	Shar	rir	1		osain		o s ai n			ʔosa[n]-	rir	Shar osain, osaan ‘reir;;  sonreir’
845	§37	Sharanáwa	Shar	reir, sonreir			osaan		o s aa n			ʔosa[n]-	rir	Shar osain, osaan ‘reir;;  sonreir’
849	§37	Amawáka	A	rir	1		osã- I		osã- I			ʔosa[n]-	rir	A osã- I
850	§37	Kaxinawá	Kn	rir	1		usã-		u s ã			ʔosa[n]-	rir	Kn usã-
851	§37	Marináwa	M	reírse, sonreírse, reírse de			ósã		ó s ã			ʔosa[n]-	rir	M ósã ‘reírse;; sonreírse;;  reírse de’
852	§37	Yawanawá	Yaw	rir	1		uʃan		u ʃ a n			ʔosa[n]-	rir	Yaw uʃan
856	§38	Proto-Panoan	Proto	dormir		0	ʔoʂ[a]-		ʔ o ʂ [ a ]		Oliveira2014	ʔoʂ[a]-	dormir	*ʔoʂ[a]- ‘dormir’
857	§38	Kakataibo	Ksh	dormir			ʔuʂ-ti		ʔ u ʂ t i		Shell1987	ʔoʂ[a]-	dormir	Ksh ʔuʂ-ti ‘dormir’ (SHELL;; 1987), ʔoʂ-
858	§38	Kakataibo	Ksh	dormir	1		ʔoʂ-		ʔ o ʂ			ʔoʂ[a]-	dormir	Ksh ʔuʂ-ti ‘dormir’ (SHELL;; 1987), ʔoʂ-
859	§38	ShipiboKonibo	SK	dormir	1		ʔoʂa-		ʔ o ʂ a			ʔoʂ[a]-	dormir	SK ʔoʂa-
860	§38	Kapanawa	Kp	dormir	1		ʔoʂa-		ʔ o ʂ a			ʔoʂ[a]-	dormir	Kp ʔoʂa-
861	§38	Marúbo	Mar	dormir.PRES			ˈuʃai		ˈu ʃ ai		Costa1992	ʔoʂ[a]-	dormir	Mar ˈuʃai ‘dormir.PRES’ (COSTA;; 1992)
862	§38	Chákobo	Ch	dormir			ʔoʂa-		ʔ o ʂ a			ʔoʂ[a]-	dormir	Ch ʔoʂa- ‘dormir’
863	§38	Kaxararí	Kax	dormir			uʃa 		uʃa 		Valenzuela2012	ʔoʂ[a]-	dormir	Kax uʃa (VALENZUELA; OLIVEIRA;; 2012)
864	§38	Yamináwa	Yam	dormir			oʂa 		oʂa 		Faust2002	ʔoʂ[a]-	dormir	Yam oʂa (FAUST; LOOS;; 2002)
865	§38	Chanináwa	Chan	dormir	1		oʂai		o ʂ ai			ʔoʂ[a]-	dormir	Chan oʂai
866	§38	Sharanáwa	Shar	dormir	1		oʂai		o ʂ ai			ʔoʂ[a]-	dormir	Shar oʂai, oʂaa
867	§38	Sharanáwa	Shar	dormir	1		oʂaa		o ʂ aa			ʔoʂ[a]-	dormir	Shar oʂai, oʂaa
868	§38	Shanenáwa	Shan	dormir	1		uʂa		u ʂ a			ʔoʂ[a]-	dormir	Shan uʂa
869	§38	Katukina	Kat	dormir	1		uʃa-ai		u ʃ a ai			ʔoʂ[a]-	dormir	Kat uʃa-ai
870	§38	Poyanáwa	Poy	ele dorme			a ãdiuha		a ãdiuha			ʔoʂ[a]-	dormir	Poy a ãdiuha ‘ele dorme’
871	§38	Amawáka	A	dormir			ʔoxaʔí		ʔ o x a ʔ í		Hyde1980	ʔoʂ[a]-	dormir	A ʔoxaʔí ‘dormir’ (HYDE;; 1980), oxa- I
872	§38	Amawáka	A	dormir	1		oxa- I		oxa- I			ʔoʂ[a]-	dormir	A ʔoxaʔí ‘dormir’ (HYDE;; 1980), oxa- I
873	§38	Kaxinawá	Kn	dormir	1		uʂa-		u ʂ a			ʔoʂ[a]-	dormir	Kn uʂa-
874	§38	Marináwa	M	dormir	1		óʂá		ó ʂ á			ʔoʂ[a]-	dormir	M óʂá
875	§38	Yawanawá	Yaw	dormir	1		uʃa		u ʃ a			ʔoʂ[a]-	dormir	Yaw uʃa
876	§38	Korúbo	Ko	dormir	1		uʃ		u ʃ			ʔoʂ[a]-	dormir	Ko uʃ
877	§38	Matís	Mt	dormir	1		uʂ		u ʂ			ʔoʂ[a]-	dormir	Mt uʂ
878	§38	Mayorúna	My	dormir	1		uʂ		u ʂ			ʔoʂ[a]-	dormir	My uʂ
879	§39	Proto-Panoan	Proto	lua		0	ʔoʂɨ		ʔ o ʂ ɨ		Oliveira2014	ʔoʂɨ	lua	*ʔoʂɨ ‘lua’
880	§39	Kakataibo	Ksh	lua	1		ʔoʂɨ		ʔ o ʂ ɨ			ʔoʂɨ	lua	Ksh ʔoʂɨ
881	§39	ShipiboKonibo	SK	luna			ʔoʂɨ		ʔ o ʂ ɨ			ʔoʂɨ	lua	SK ʔoʂɨ ‘luna’, ʔoʂnɨ́ ‘luz de la luna’225
882	§39	ShipiboKonibo	SK	luz de la luna			ʔoʂnɨ́		ʔ o ʂ n ɨ́	225		ʔoʂɨ	lua	SK ʔoʂɨ ‘luna’, ʔoʂnɨ́ ‘luz de la luna’225
883	§39	Kapanawa	Kp	lua	1		ʔoʂnɨ́		ʔ o ʂ n ɨ́			ʔoʂɨ	lua	Kp ʔoʂnɨ́
884	§39	Marúbo	Mar	lua	1		ˈoʂɨ [ˈoʂɨʔ]		ˈoʂɨ [ˈoʂɨʔ]			ʔoʂɨ	lua	Mar ˈoʂɨ [ˈoʂɨʔ]
885	§39	Chákobo	Ch	luna			ʔoʂɨ		ʔ o ʂ ɨ			ʔoʂɨ	lua	Ch ʔoʂɨ ‘luna’
886	§39	Kaxararí	Kax	lua	1		uˈʂɨ		u ˈʂ ɨ			ʔoʂɨ	lua	Kax uˈʂɨ
887	§39	Yamináwa	Yam	lua	1		oʂɨ		o ʂ ɨ			ʔoʂɨ	lua	Yam oʂɨ, oʂɨ᷈ ‘luna;;  mês’
888	§39	Yamináwa	Yam	luna, mês			oʂɨ᷈		o ʂ ɨ᷈			ʔoʂɨ	lua	Yam oʂɨ, oʂɨ᷈ ‘luna;;  mês’
889	§39	Chanináwa	Chan	lua	1		oʂɨ		o ʂ ɨ			ʔoʂɨ	lua	Chan oʂɨ
890	§39	Sharanáwa	Shar	lua	1		oʂɨ		o ʂ ɨ			ʔoʂɨ	lua	Shar oʂɨ
891	§39	Shanenáwa	Shan	lua	1		uʂɨ		u ʂ ɨ			ʔoʂɨ	lua	Shan uʂɨ
892	§39	Katukina	Kat	lua	1		uʂi		u ʂ i			ʔoʂɨ	lua	Kat uʂi
893	§39	Poyanáwa	Poy	lua	1		u᷈hu᷈ˈde		u᷈ h u᷈ ˈd e			ʔoʂɨ	lua	Poy u᷈hu᷈ˈde
894	§39	Amawáka	A	lua	1		ʔóxɨ		ʔ ó x ɨ			ʔoʂɨ	lua	A ʔóxɨ, ʔoxnɨ ‘luz de la luna’, (HYDE;; 1980), oxɨ́ I ‘luna’, oxnɨ́ ‘luz de la luna’
895	§39	Amawáka	A	luz de la luna			ʔoxnɨ		ʔ o x n ɨ			ʔoʂɨ	lua	A ʔóxɨ, ʔoxnɨ ‘luz de la luna’, (HYDE;; 1980), oxɨ́ I ‘luna’, oxnɨ́ ‘luz de la luna’
897	§39	Amawáka	A	luna			oxɨ́ I		oxɨ́ I			ʔoʂɨ	lua	A ʔóxɨ, ʔoxnɨ ‘luz de la luna’, (HYDE;; 1980), oxɨ́ I ‘luna’, oxnɨ́ ‘luz de la luna’
898	§39	Amawáka	A	luz de la luna			oxnɨ́		o x n ɨ́			ʔoʂɨ	lua	A ʔóxɨ, ʔoxnɨ ‘luz de la luna’, (HYDE;; 1980), oxɨ́ I ‘luna’, oxnɨ́ ‘luz de la luna’
899	§39	Kaxinawá	Kn	lua	1		uʂɨ		u ʂ ɨ			ʔoʂɨ	lua	Kn uʂɨ
900	§39	Marináwa	M	lua	1		oʂɨ		o ʂ ɨ			ʔoʂɨ	lua	M oʂɨ
901	§39	Yawanawá	Yaw	lua	1		uʂɨ		u ʂ ɨ			ʔoʂɨ	lua	Yaw uʂɨ
902	§39	Korúbo	Ko	lua			uˈʃɨ		u ˈʃ ɨ			ʔoʂɨ	lua	Ko uˈʃɨ ‘lua’
903	§39	Matís	Mt	lua			uˈʂɨ		u ˈʂ ɨ			ʔoʂɨ	lua	Mt uˈʂɨ ‘lua’
904	§39	Mayorúna	My	luna			uˈʂɨ		u ˈʂ ɨ			ʔoʂɨ	lua	My uˈʂɨ ‘luna’
905	§40	Proto-Panoan	Proto	sombra		0	ʔota		ʔ o t a		Oliveira2014	ʔota	sombra	*ʔota ‘sombra’
906	§40	Kakataibo	Ksh	demonio del bosque			ʔotanɔɔ		ʔ o t a n ɔɔ			ʔota	sombra	Ksh ʔotanɔɔ ‘demonio del bosque’, **nɔɔ < nawa ‘gente’;;  juego 261
907	§40	Kakataibo	Ksh	gente			nɔɔ < nawa	1	**nɔɔ < nawa	,  juego 261		ʔota	sombra	Ksh ʔotanɔɔ ‘demonio del bosque’, **nɔɔ < nawa ‘gente’;;  juego 261
908	§40	ShipiboKonibo	SK	sombra	1		ʔota		ʔ o t a			ʔota	sombra	SK ʔota
909	§40	Kapanawa	Kp	sombra			ʔota		ʔ o t a			ʔota	sombra	Kp ʔota ‘sombra’
915	§40	Sharanáwa	Shar	sombra	1		otai		o t ai			ʔota	sombra	Shar otai, otaa ‘hacer sombra’
916	§40	Sharanáwa	Shar	hacer sombra			otaa		o t aa			ʔota	sombra	Shar otai, otaa ‘hacer sombra’
920	§40	Amawáka	A	sombra			ʔóta		ʔ ó t a		Hyde1980	ʔota	sombra	A ʔóta ‘sombra’ (HYDE;; 1980), ota I ‘sombra’
921	§40	Amawáka	A	sombra			ota I		ota I			ʔota	sombra	A ʔóta ‘sombra’ (HYDE;; 1980), ota I ‘sombra’
922	§40	Kaxinawá	Kn	hacer sombra, estar en la sombra			uta-		u t a			ʔota	sombra	Kn uta- ‘hacer sombra;;  estar en la sombra’
923	§40	Marináwa	M	sombra			ótãnitóka		ó t ã n i t ó k a			ʔota	sombra	M ótãnitóka ‘sombra’
928	§41	Proto-Panoan	Proto	chupar, sugar		0	ʔoyo-		ʔ oyo		Oliveira2014	ʔoyo-	chupar,  sugar	*ʔoyo- ‘chupar;;  sugar’
929	§41	Kakataibo	Ksh	chupar, sugar	1		ʔooka-		ʔ oo k a			ʔoyo-	chupar,  sugar	Ksh ʔooka-
930	§41	ShipiboKonibo	SK	chupar, sugar	1		ʔoyo-		ʔ oyo			ʔoyo-	chupar,  sugar	SK ʔoyo-
931	§41	Kapanawa	Kp	chupar, sugar	1		ʔoyo-		ʔ oyo			ʔoyo-	chupar,  sugar	Kp ʔoyo-
932	§41	Marúbo	Mar	chupar, sugar			oyo 		oyo 		Cesarino2008	ʔoyo-	chupar,  sugar	Mar oyo (CESARINO;; 2008)
941	§41	Amawáka	A	chupar			ʔóyo-kín		ʔ ó yo k í n		Hyde1980	ʔoyo-	chupar,  sugar	A ʔóyo-kín ‘chupar’ (HYDE;; 1980), oyo-
942	§41	Amawáka	A	chupar, sugar	1		oyo-		oyo			ʔoyo-	chupar,  sugar	A ʔóyo-kín ‘chupar’ (HYDE;; 1980), oyo-
943	§41	Kaxinawá	Kn	chupar, sugar	1		uyu-		uyu			ʔoyo-	chupar,  sugar	Kn uyu-
944	§41	Marináwa	M	chupar			óyo-		ó yo			ʔoyo-	chupar,  sugar	M óyo- ‘chupar’
949	§42	Proto-Panoan	Proto	ele, esse		0	ha[a]		h a [ a ]		Oliveira2014	ha[a]	ele,  esse	*ha[a] ‘ele;;  esse’
950	§42	Kakataibo	Ksh	chupar, sugar			a 		a 		Shell1987	ha[a]	ele,  esse	Ksh a (SHELL;; 1987)
951	§42	ShipiboKonibo	SK	ele, esse	1		ha		h a			ha[a]	ele,  esse	SK ha, han (LORIOT; LAURIAULT; DAY;; 1993), haá
952	§42	ShipiboKonibo	SK	ele, esse			han 		han 		Loriot1993	ha[a]	ele,  esse	SK ha, han (LORIOT; LAURIAULT; DAY;; 1993), haá
953	§42	ShipiboKonibo	SK	ele, esse	1		haá		h aá			ha[a]	ele,  esse	SK ha, han (LORIOT; LAURIAULT; DAY;; 1993), haá
954	§42	Kapanawa	Kp	ele, esse	1		haa		h aa			ha[a]	ele,  esse	Kp haa
955	§42	Marúbo	Mar	ele, esse			a 		a 		Costa1992	ha[a]	ele,  esse	Mar a (COSTA;; 1992)
956	§42	Chákobo	Ch	ele, esse			ha 		ha 		Zingg1998	ha[a]	ele,  esse	Ch ha (ZINGG;; 1998), haa
957	§42	Chákobo	Ch	ele, esse	1		haa		h aa			ha[a]	ele,  esse	Ch ha (ZINGG;; 1998), haa
958	§42	Kaxararí	Kax	3a pessoa do singular			ha		h a		Valenzuela2012	ha[a]	ele,  esse	Kax ha ‘3a pessoa do singular’ (VALENZUELA; OLIVEIRA;; 2012)
959	§42	Yamináwa	Yam	él, ella			a		a			ha[a]	ele,  esse	Yam a ‘él;;  ella’, aatõ ‘él;; ella;; ellas;;  ellos’ (FAUST; LOOS;; 2002)
960	§42	Yamináwa	Yam	él, ella, ellas, ellos			aatõ		aa t õ		Faust2002	ha[a]	ele,  esse	Yam a ‘él;;  ella’, aatõ ‘él;; ella;; ellas;;  ellos’ (FAUST; LOOS;; 2002)
962	§42	Sharanáwa	Shar	pron. demonstrativo esse, esa			a		a			ha[a]	ele,  esse	Shar a ‘pron. demonstrativo esse;;  esa’, **‘él;; ella;; ello;;  eso’
964	§42	Shanenáwa	Shan	3ps.erg/A			a		a			ha[a]	ele,  esse	Shan a ‘3ps.erg/A’, atu ‘eles’, ahu ‘eles’
965	§42	Shanenáwa	Shan	eles			atu		a t u			ha[a]	ele,  esse	Shan a ‘3ps.erg/A’, atu ‘eles’, ahu ‘eles’
966	§42	Shanenáwa	Shan	eles			ahu		a h u			ha[a]	ele,  esse	Shan a ‘3ps.erg/A’, atu ‘eles’, ahu ‘eles’
967	§42	Katukina	Kat	ele			hatu		h a t u			ha[a]	ele,  esse	Kat hatu ‘ele’, hawɨn ‘sua’
968	§42	Katukina	Kat	sua			hawɨn		h a w ɨ n			ha[a]	ele,  esse	Kat hatu ‘ele’, hawɨn ‘sua’
969	§42	Poyanáwa	Poy	ele			a		a			ha[a]	ele,  esse	Poy a ‘ele’
970	§42	Amawáka	A	ele			háá 		háá 		Hyde1980	ha[a]	ele,  esse	A háá (HYDE;; 1980), haa
971	§42	Amawáka	A	ele, esse	1		haa		h aa			ha[a]	ele,  esse	A háá (HYDE;; 1980), haa
972	§42	Kaxinawá	Kn	ele, esse	1		ha		h a			ha[a]	ele,  esse	Kn ha
973	§42	Marináwa	M	ele, esse	1		áa		áa			ha[a]	ele,  esse	M áa
974	§42	Yawanawá	Yaw	3a pessoa do singular			a		a			ha[a]	ele,  esse	Yaw a ‘3a pessoa do singular’
975	§42	Korúbo	Ko	ele, esse	1		a-		a			ha[a]	ele,  esse	Ko a-
976	§42	Matís	Mt	marca de 3a pessoa			a-		a			ha[a]	ele,  esse	Mt a- ‘marca de 3a pessoa’
977	§42	Mayorúna	My	él, ella, lo, la, le			a		a			ha[a]	ele,  esse	My a ‘él;; ella;; lo;; la;; le’
978	§43	Proto-Panoan	Proto	correr, fugir		0	haβa[t]-		h a β a [ t ]		Oliveira2014	haβa[t]-	correr,  fugir	*haβa[t]- ‘correr;;  fugir’
979	§43	Kakataibo	Ksh	correr			aβá-		a β á			haβa[t]-	correr,  fugir	Ksh aβá- ‘correr’
980	§43	ShipiboKonibo	SK	correr, fugir	1		haβá-		h a β á			haβa[t]-	correr,  fugir	SK haβá-
981	§43	Kapanawa	Kp	huir			haβá		h a β á			haβa[t]-	correr,  fugir	Kp haβá ‘huir’
983	§43	Chákobo	Ch	correr			haβa-		h a β a			haβa[t]-	correr,  fugir	Ch haβa- ‘correr’
987	§43	Sharanáwa	Shar	correr, fugir	1		aɸai		a ɸ ai			haβa[t]-	correr,  fugir	Shar aɸai, aɸaa ‘fluir’
988	§43	Sharanáwa	Shar	fluir			aɸaa		a ɸ aa			haβa[t]-	correr,  fugir	Shar aɸai, aɸaa ‘fluir’
993	§43	Kaxinawá	Kn	navegar cerca de la orilla, descargar (sangre)			habá-		h a b á			haβa[t]-	correr,  fugir	Kn habá- ‘navegar cerca de la orilla;;  descargar (sangre)’
996	§43	Korúbo	Ko	correr, fugir	1		aβat-		a β a t			haβa[t]-	correr,  fugir	Ko aβat-
997	§43	Matís	Mt	correr, fugir			abad-kin		a b a d k i n			haβa[t]-	correr,  fugir	Mt abad-kin ‘correr;;  fugir’
999	§44	Proto-Panoan	Proto	esp. de garça		0	haka		h a k a		Oliveira2014	haka	esp. de garça	*haka ‘esp. de garça’
1000	§44	Kakataibo	Ksh	pumagarza			aka		a k a			haka	esp. de garça	Ksh aka ‘pumagarza’
1001	§44	ShipiboKonibo	SK	esp. de garça	1		haka		h a k a			haka	esp. de garça	SK haka
1002	§44	Kapanawa	Kp	esp. de garça	1		haka		h a k a			haka	esp. de garça	Kp haka
1004	§44	Chákobo	Ch	la garza			ˈhaka		ˈh a k a			haka	esp. de garça	Ch ˈhaka ‘la garza’
1008	§44	Sharanáwa	Shar	esp. de garça	1		akapora		a k a p o r a			haka	esp. de garça	Shar akapora, akaporanɨn ‘puma garza’
1009	§44	Sharanáwa	Shar	puma garza			akaporanɨn		a k a p o r a n ɨ n			haka	esp. de garça	Shar akapora, akaporanɨn ‘puma garza’
1013	§44	Amawáka	A	esp. de garça	1		haka		h a k a			haka	esp. de garça	A haka
1014	§44	Kaxinawá	Kn	esp. de garça	1		haka		h a k a			haka	esp. de garça	Kn haka
1015	§44	Marináwa	M	clase de garza			ákápórá		á k á p ó r á			haka	esp. de garça	M ákápórá ‘clase de garza’
1018	§44	Matís	Mt	Socó, tipo de pássaro			aˈka		a ˈk a			haka	esp. de garça	Mt aˈka ‘Socó;;  tipo de pássaro’
1019	§44	Mayorúna	My	garza			aˈka		a ˈk a			haka	esp. de garça	My aˈka ‘garza’
1020	§45	Proto-Panoan	Proto	pisar		0	hamak-		h a m a k		Oliveira2014	hamak-	pisar	*hamak- ‘pisar’
1021	§45	Kakataibo	Ksh	pisar			amá-		a m á			hamak-	pisar	Ksh amá- ‘pisar’
1022	§45	ShipiboKonibo	SK	pisar	1		hamá		h a m á			hamak-	pisar	SK hamá
1023	§45	Kapanawa	Kp	pisar	1		hamá-		h a m á			hamak-	pisar	Kp hamá-
1025	§45	Chákobo	Ch	pisar, golpear con el pie			hama-		h a m a			hamak-	pisar	Ch hama- ‘pisar;;  golpear con el pie’
1026	§45	Kaxararí	Kax	pisar	1		haˈmahi		h a ˈm a h i			hamak-	pisar	Kax haˈmahi
1028	§45	Chanináwa	Chan	pisar	1		rono pɨabada	1	**rono pɨabada			hamak-	pisar	Chan **rono pɨabada, **rodo pɨamada ‘pisó en la culebra’
1029	§45	Chanináwa	Chan	pisó en la culebra			rodo pɨamada	1	**rodo pɨamada			hamak-	pisar	Chan **rono pɨabada, **rodo pɨamada ‘pisó en la culebra’
1030	§45	Sharanáwa	Shar	pisar	1		paimai	1	** p ai m ai			hamak-	pisar	Shar **paimai
1034	§45	Amawáka	A	pisar			hámaakín		h á m aa k í n		Hyde1980	hamak-	pisar	A hámaakín ‘pisar’ (HYDE;; 1980), hama- I
1035	§45	Amawáka	A	pisar	1		hama- I		hama- I			hamak-	pisar	A hámaakín ‘pisar’ (HYDE;; 1980), hama- I
1036	§45	Kaxinawá	Kn	empujar, golpear con el pie			hama-		h a m a			hamak-	pisar	Kn hama- ‘empujar;; golpear con el pie’
1040	§45	Matís	Mt	pisar, amassar			amak		a m a k			hamak-	pisar	Mt amak ‘pisar;;  amassar’
1042	§46	Proto-Panoan	Proto	língua		0	hana		h a n a		Oliveira2014	hana	língua	*hana ‘língua’
1043	§46	Kakataibo	Ksh	língua	1		ana		a n a			hana	língua	Ksh ana
1044	§46	ShipiboKonibo	SK	língua	1		hana		h a n a			hana	língua	SK hana
1045	§46	Kapanawa	Kp	língua	1		hana		h a n a			hana	língua	Kp hana
1046	§46	Marúbo	Mar	boca			ˈana		ˈa n a		Cesarino2008	hana	língua	Mar ˈana ‘boca’ (CESARINO;; 2008)
1047	§46	Chákobo	Ch	la boca, la lengua			ˈhana		ˈh a n a		Zingg1998	hana	língua	Ch ˈhana ‘la boca;;  la lengua’ (ZINGG;; 1998)
1048	§46	Kaxararí	Kax	la boca, la lengua			haˈna 		haˈna 		Valenzuela2012	hana	língua	Kax haˈna (VALENZUELA; OLIVEIRA;; 2012)
1049	§46	Yamináwa	Yam	língua	1		ana		a n a			hana	língua	Yam ana
1050	§46	Chanináwa	Chan	lengua			ada		a d a			hana	língua	Chan ada ‘lengua’
1051	§46	Sharanáwa	Shar	língua	1		ana		a n a			hana	língua	Shar ana
1052	§46	Shanenáwa	Shan	língua			ana		a n a			hana	língua	Shan ana ‘língua’
1053	§46	Katukina	Kat	língua	1		ana		a n a			hana	língua	Kat ana
1054	§46	Poyanáwa	Poy	língua			ãda		ã d a			hana	língua	Poy ãda ‘língua’
1055	§46	Amawáka	A	lengua			ˈhana		ˈh a n a			hana	língua	A ˈhana ‘lengua’
1056	§46	Kaxinawá	Kn	língua	1		hana		h a n a			hana	língua	Kn hana
1057	§46	Marináwa	M	língua	1		ana		a n a			hana	língua	M ana
1058	§46	Yawanawá	Yaw	língua	1		anna		a nn a			hana	língua	Yaw anna
1059	§46	Korúbo	Ko	língua	1		ana		a n a			hana	língua	Ko ana
1060	§46	Matís	Mt	língua	1		ana		a n a			hana	língua	Mt ana
1062	§47	Proto-Panoan	Proto	vomitar		0	ha[n]a[n]-		h a [ n ] a [ n ]		Oliveira2014	ha[n]a[n]-	vomitar	*ha[n]a[n]- ‘vomitar’
1063	§47	Kakataibo	Ksh	vomitar	1		aná-		a n á			ha[n]a[n]-	vomitar	Ksh aná-
1065	§47	Kapanawa	Kp	vomitar			hanán- 		hanán- 	también kinán-		ha[n]a[n]-	vomitar	Kp hanán- (también kinán-)
1066	§47	Marúbo	Mar	vomitar não faça			ána orã anõma	1	**ána orã anõma		Cesarino2008	ha[n]a[n]-	vomitar	Mar **ána orã anõma ‘vomitar não faça’ (CESARINO;; 2008)
1067	§47	Chákobo	Ch	vomitar			hana-		h a n a			ha[n]a[n]-	vomitar	Ch hana- ‘vomitar’
1071	§47	Sharanáwa	Shar	vomitar	1		anain		a n ai n			ha[n]a[n]-	vomitar	Shar anain
1072	§47	Shanenáwa	Shan	vomitar	1		anain		a n ai n			ha[n]a[n]-	vomitar	Shan anain
