# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT IN SOURCE	TOKENS	FORM	VARIANTS	COMMENT	SOURCE	COGID	UNCERTAIN COGNACY	PROTOSET	ENTRY IN SOURCE	ALIGNMENT
6226	Kakataibo	fur		ʂ o p ó/o	ʂopó				373		§432	Ksh ʂopó ‘plumón’	ʂ o p ó/o -
6227	ShipiboKonibo	fur		ʂ o p ó/o	ʂopó				373		§432	SK ʂopó ‘plumas suaves’	ʂ o p ó/o -
6228	Kapanawa	fur		ʂ o p ó/o	ʂopó				373		§432	Kp ʂopó ‘kapok’	ʂ o p ó/o -
6229	Chakobo	fur		ʂ o p o	ˈʂopo			Zingg1998	373		§432	Ch ˈʂopo ‘plumón de pato’ (ZINGG;; 1998)	ʂ o p o -
6230	Sharanawa	fur		ʂ o p o	ʂopo				373		§432	Shar ʂopo, ʂopon ‘vello;;  pelo del cuerpo de un animal’	ʂ o p o -
6231	Sharanawa	fur		ʂ o p o n	ʂopon				373		§432	Shar ʂopo, ʂopon ‘vello;;  pelo del cuerpo de un animal’	ʂ o p o n
6232	Amawaka	fur		x o p o	xopo		II		373		§432	A xopo II ‘pelos pequeños;;  pelusa en la parte posterior de la hoja’	x o p o -
6233	Kaxinawa	fur		ʂ u p u	ʂupu			Montag1981c	373		§432	Kn ʂupu ‘vello;;  peluza de la cabeza de un recién nacido’ (MONTAG;; 1981)	ʂ u p u -
6234	Marinawa	fur		ʂ ó/o p o	ʂópo				373		§432	M ʂópo ‘piel;;  vello corporal’	ʂ ó/o p o -
6235	Mayoruna	fur		ʂ u p u d	ʂuˈpud				373	1	§432	My **ʂupud [ʂuˈpud] ‘bolsa de corteza para guardar isana;;  plumas;;  algodón u otras cosas’	ʂ u p u d
#
3779	Proto-Panoan	genipa		n|r/n a n|r/n ɨ	[n]a[n]ɨ			Oliveira2014	181		§259	*[n]a[n]ɨ ‘jenipapo’ :	n|r/n a n|r/n ɨ -
3780	Kakataibo	genipa		n a n ɨ	nanɨ				181		§259	Ksh nanɨ	n a n ɨ -
3781	ShipiboKonibo	genipa		n a n ɨ	nanɨ				181		§259	SK nanɨ	n a n ɨ -
3782	Kapanawa	genipa		n a n ɨ	nanɨ				181		§259	Kp nanɨ	n a n ɨ -
3783	Marubo	genipa		n a n ɨ	nanɨ			Cesarino2008	181		§259	Mar nanɨ (CESARINO;; 2008)	n a n ɨ -
3784	Chakobo	genipa		n a n ɨ	ˈnanɨ				181		§259	Ch ˈnanɨ ‘el bi (fruta que da uma pintura negra)’	n a n ɨ -
3785	Chaninawa	genipa		d a d ɨ	dadɨ				181		§259	Chan dadɨ	d a d ɨ -
3786	Sharanawa	genipa		n a n ɨ	nanɨ				181		§259	Shar nanɨ, nanɨn ‘huito (espécie de árbol)’	n a n ɨ -
3787	Sharanawa	genipa		n a n ɨ n	nanɨn				181		§259	Shar nanɨ, nanɨn ‘huito (espécie de árbol)’	n a n ɨ n
3788	Katukina	genipa		n a n ɨ	nanɨ				181		§259	Kat nanɨ	n a n ɨ -
3789	Amawaka	genipa		n a n ɨ	nanɨ_I				181		§259	A nanɨ I	n a n ɨ -
3790	Kaxinawa	genipa		n a n ɨ	nanɨ				181		§259	Kn nanɨ	n a n ɨ -
3791	Marinawa	genipa		n a n ɨ	nanɨ				181		§259	M nanɨ	n a n ɨ -
3792	Yawanawa	genipa		n a n ɨ	nanɨ				181		§259	Yaw nanɨ	n a n ɨ -
#
7193	Marubo	ghost		j o v ɨ	yovɨ				454		§503	Mar yovɨ ‘espírito’	j o - v - - ɨ
7285	Proto-Panoan	ghost		j o s i n|r/n	yosi[n]			Oliveira2014	463		§511	*yosi[n] ‘espírito’ :	j - o - s i n|r/n -
7286	Kakataibo	ghost		u ʃ ĩ	uʃĩ				463		§511	Ksh uʃĩ, unʃin ‘reflexión;;  espírito malo’, ñoʃí ‘espíritu malo;;  reflexión’	- - u - ʃ ĩ - -
7287	Kakataibo	ghost		u n ʃ i n	unʃin				463		§511	Ksh uʃĩ, unʃin ‘reflexión;;  espírito malo’, ñoʃí ‘espíritu malo;;  reflexión’	- - u n ʃ i n -
7288	Kakataibo	ghost		ɲ o ʃ í/i	ñoʃí				463		§511	Ksh uʃĩ, unʃin ‘reflexión;;  espírito malo’, ñoʃí ‘espíritu malo;;  reflexión’	ɲ - o - ʃ í/i - -
7289	ShipiboKonibo	ghost		j o ʃ í/i	yoʃí				463		§511	SK yoʃí ‘demonio;;  espíritu’	j - o - ʃ í/i - -
7290	Kapanawa	ghost		j o ʃ í/i n	yoʃín				463		§511	Kp yoʃín ‘espíritu;;  máscara’	j - o - ʃ í/i n -
7291	Chakobo	ghost		j o ʃ i n i	yoʃini				463		§511	Ch yoʃini, yoʃi ‘viento;; espíritu;; sombra;; diablor’ (ZINGG;; 1998), yoʃíni	j - o - ʃ i n i
7292	Chakobo	ghost		j o ʃ i	yoʃi			Zingg1998	463		§511	Ch yoʃini, yoʃi ‘viento;; espíritu;; sombra;; diablor’ (ZINGG;; 1998), yoʃíni	j - o - ʃ i - -
7293	Chakobo	ghost		j o ʃ í/i n i	yoʃíni				463		§511	Ch yoʃini, yoʃi ‘viento;; espíritu;; sombra;; diablor’ (ZINGG;; 1998), yoʃíni	j - o - ʃ í/i n i
7294	Sharanawa	ghost		j o ʂ i	yoʂi				463		§511	Shar yoʂi, yoʂin ‘espíritu;; alma;;  fantasma’	j - o - ʂ i - -
7295	Sharanawa	ghost		j o ʂ i n	yoʂin				463		§511	Shar yoʂi, yoʂin ‘espíritu;; alma;;  fantasma’	j - o - ʂ i n -
7296	Shanenawa	ghost		j u ʂ i n	yuʂin				463		§511	Shan yuʂin ‘retrato;; espírito’	j - u - ʂ i n -
7297	Poyanawa	ghost		i ũ ʃ ĩ	iũʃĩ				463		§511	Poy iũʃĩ ‘alma’	- i ũ - ʃ ĩ - -
7298	Amawaka	ghost		j o ʃ i	yoʃi		II		463		§511	A yoʃi II ‘espíritu;; fantasma’	j - o - ʃ i - -
7299	Kaxinawa	ghost		j u ʃ i	yuʃi				463		§511	Kn yuʃi‘alma;; fotografía;; espíritu’	j - u - ʃ i - -
7300	Marinawa	ghost		j ó/o ʃ i	yóʃi				463		§511	M yóʃi	j - ó/o - ʃ i - -
7301	Yawanawa	ghost		i u n ʃ i n	iunʃin				463		§511	Yaw iunʃin ‘alma’	- i u n ʃ i n -
7302	Korubo	ghost		ts u s i n	tsusin				463		§511	Ko tsusin ‘espírito’	ts - u - s i n -
7303	Matis	ghost		ts u n s i n	tsunsin				463		§511	Mt tsunsin ‘espírito’	ts - u n s i n -
#
5530	Proto-Panoan	good, well		ʃ a ɽ a	ʃaɽa			Oliveira2014	318		§383	*ʃaɽa ‘bom;;  bonito’ :	ʃ a ɽ - - - - a
5531	Yaminawa	good, well		ʃ a r a	ʃara			Eakin2008	318		§383	Yam ʃara ‘bueno;; bonito;;  mucho’ (EAKEN;; 2008)	ʃ a r - - - - a
5532	Chaninawa	good, well		ʃ a r a	ʃara				318		§383	Chan ʃara ‘bueno’	ʃ a r - - - - a
5533	Sharanawa	good, well		ʃ a r a	ʃara				318		§383	Shar ʃara ‘bueno;; lindo;; bonito’	ʃ a r - - - - a
5534	Shanenawa	good, well		ʂ a ɾ a k a p a	ʂaɾakapa				318		§383	Shan ʂaɾakapa ‘bom;; bonito’	ʂ a ɾ a k a p a
5535	Amawaka	good, well		ʃ a r a	ʃara_I				318		§383	A ʃara I	ʃ a r - - - - a
5536	Kaxinawa	good, well		ʃ a r a	-ʃara				318		§383	Kn -ʃara ‘bien’, ʃarabu ‘útil’ (-bu <<colectivo>>;; juego 96)	ʃ a r - - - - a
5537	Kaxinawa	good, well		ʃ a r a b u	ʃarabu		(-bu <<colectivo>>, juego 96		318		§383	Kn -ʃara ‘bien’, ʃarabu ‘útil’ (-bu <<colectivo>>;; juego 96)	ʃ a r - - a b u
5538	Marinawa	good, well		ʂ á/a r a	ʂára				318		§383	M ʂára ‘bueno’	ʂ á/a r - - - - a
5539	Yawanawa	good, well		ʃ a ɾ a k a p a	ʃaɾakapa				318		§383	Yaw ʃaɾakapa ‘bom;; bonito’	ʃ a ɾ a k a p a
#
6779	Proto-Panoan	grass		w a s i	wasi			Oliveira2014	419		§474	*wasi ‘erva’ :	w a - s - i -
6780	Kakataibo	grass		β a s i	βasi				419		§474	Ksh βasi	β a - s - i -
6781	ShipiboKonibo	grass		w á/a s i	wási				419		§474	SK wási, wasín ‘esp. de hierba’ (LORIOT; LAURIAULT; DAY;; 1993)	w á/a - s - i -
6782	ShipiboKonibo	grass		w a s í/i n	wasín			Loriot1993	419		§474	SK wási, wasín ‘esp. de hierba’ (LORIOT; LAURIAULT; DAY;; 1993)	w a - s - í/i n
6783	Kapanawa	grass		w a s i	wasi				419		§474	Kp wasi	w a - s - i -
6784	Marubo	grass		w a s i	ˈwasi			Anonby2010	419		§474	Mar ˈwasi ‘erva;;  capim’ (ANONBY; HOLBROOK;; 2010)	w a - s - i -
6785	Chakobo	grass		w a s i	wasi				419		§474	Ch wasi	w a - s - i -
6786	Kaxarari	grass		w a s a i	waˈsai			SOUSA2004	419		§474	Kax waˈsai ‘capim’ (SOUSA;; 2004)	w a - s a i -
6787	Yaminawa	grass		ɸ a s i	ɸasi				419		§474	Yam ɸasi ‘hierba’	ɸ a - s - i -
6788	Shanenawa	grass		w a s i	wasi				419		§474	Shan wasi ‘capim’	w a - s - i -
6789	Katukina	grass		w a s i	wasi				419		§474	Kat wasi ‘capim’	w a - s - i -
6790	Amawaka	grass		w a s í/i	wasí_I				419		§474	A wasí I	w a - s - í/i -
6791	Marinawa	grass		ɸ a s i	ɸasi				419		§474	M ɸasi	ɸ a - s - i -
6792	Kaxinawa	grass		b a s i	basi				419		§474	Kn basi	b a - s - i -
6793	Yawanawa	grass		u a s i	uasi				419		§474	Yaw uasi ‘capim’	- u a s - i -
6794	Mayoruna	grass		w a s i n	waˈsin				419		§474	My uasin [waˈsin] ‘pasto;;  hierba’, uesin [weˈsin] ‘hierba;;  pasto (pronúncia alternativa)’	w a - s - i n
6795	Mayoruna	grass		w e s i n	weˈsin				419		§474	My uasin [waˈsin] ‘pasto;;  hierba’, uesin [weˈsin] ‘hierba;;  pasto (pronúncia alternativa)’	w e - s - i n
#
1818	Proto-Panoan	grasshopper		ʈʂ ã p o	tʂãpo			Oliveira2014	26		§121	*tʂãpo ‘grilo;;  gafanhoto’ :	ʈʂ ã - p o
1819	Kakataibo	grasshopper		tʃ ã p o	tʃãpo				26		§121	Ksh tʃãpo	tʃ ã - p o
1820	ShipiboKonibo	grasshopper		tʃ ã p o	tʃãpo				26		§121	SK tʃãpo	tʃ ã - p o
1821	Kapanawa	grasshopper		tʃ a m p o	tʃampo				26		§121	Kp tʃampo	tʃ a m p o
1822	Chakobo	grasshopper		tʃ a p o	tʃapo				26		§121	Ch tʃapo	tʃ a - p o
1823	Yaminawa	grasshopper		tʃ a p o	tʃapo			Eakin2008	26	1	§121	Yam **tʃapo ‘podrido;;  viejo’ (EAKEN;; 2008)	tʃ a - p o
1824	Sharanawa	grasshopper		tʃ a p o	tʃapo				26		§121	Shar tʃapo ‘gastado;;  sin valor’	tʃ a - p o
1825	Shanenawa	grasshopper		tʃ a p u	tʃapu				26		§121	Shan tʃapu ‘gafanhoto’	tʃ a - p u
1826	Katukina	grasshopper		tʃ a n p u	tʃanpu				26		§121	Kat tʃanpu ‘grilo preto’	tʃ a n p u
1827	Amawaka	grasshopper		tʃ ã p ó/o	tʃãpó_I				26		§121	A tʃãpó I	tʃ ã - p ó/o
1828	Kaxinawa	grasshopper		tʃ ã p u	tʃãpu				26		§121	Kn tʃãpu ‘grillo’	tʃ ã - p u
1829	Yawanawa	grasshopper		tʃ a p u	tʃapu				26	1	§121	Yaw **tʃapu ‘podre;;  estragado’	tʃ a - p u
1830	Matis	grasshopper		ʈʂ a n p i	tʂanpi				26		§121	Mt tʂanpi ‘gafanhoto’	ʈʂ a n p i
#
6197	Proto-Panoan	green, unripe		ʂ o o	ʂoo			Oliveira2014	371		§430	*ʂoo ‘verde;; nãomaduro’ :	ʂ o o
6198	Kakataibo	green, unripe		ʂ o o	ʂoo				371		§430	Ksh ʂoo	ʂ o o
6199	ShipiboKonibo	green, unripe		ʂ o ó/o	ʂoó				371		§430	SK ʂoó	ʂ o ó/o
6200	Kapanawa	green, unripe		ʂ o o	ʂoo				371		§430	Kp ʂoo	ʂ o o
6201	Chakobo	green, unripe		ʂ o o	ʂoo				371		§430	Ch ʂoo	ʂ o o
6202	Chaninawa	green, unripe		ʃ o o	ʃoo				371		§430	Chan ʃoo, ʂoo ‘verde’	ʃ o o
6203	Chaninawa	green, unripe		ʂ o o	ʂoo				371		§430	Chan ʃoo, ʂoo ‘verde’	ʂ o o
6204	Sharanawa	green, unripe		ʂ o	ʂo				371		§430	Shar ʂo ‘verde;;  inmaduro’	ʂ o -
6205	Shanenawa	green, unripe		ʂ u	ʂu				371		§430	Shan ʂu	ʂ u -
6206	Katukina	green, unripe		ʂ a u	ʂau				371	1	§430	Kat **ʂau	ʂ a u
6207	Amawaka	green, unripe		x o o	xoo_I				371		§430	A xoo I	x o o
6208	Kaxinawa	green, unripe		ʂ u	ʂu				371		§430	Kn ʂu	ʂ u -
6209	Marinawa	green, unripe		ʂ o	ʂo				371		§430	M ʂo	ʂ o -
6210	Matis	green, unripe		ʂ u	ʂu				371		§430	Mt ʂu ‘maduro’	ʂ u -
#
6339	Proto-Panoan	groundnut		t a m a	tama			Oliveira2014	380		§439	*tama ‘amendoim’ :	t a - m a -
6340	Kakataibo	groundnut		t a m a	tama				380		§439	Ksh tama	t a - m a -
6341	ShipiboKonibo	groundnut		t a m a	tama				380		§439	SK tama	t a - m a -
6342	Kapanawa	groundnut		t a a m a	taama				380		§439	Kp taama	t a a m a -
6343	Yaminawa	groundnut		t a m a	tama			Faust2002	380		§439	Yam tama (FAUST; LOOS;; 2002)	t a - m a -
6344	Sharanawa	groundnut		t a m a	tama				380		§439	Shar tama, taman	t a - m a -
6345	Sharanawa	groundnut		t a m a n	taman				380		§439	Shar tama, taman	t a - m a n
6346	Shanenawa	groundnut		t a m a	tama				380		§439	Shan tama ‘amendoim’	t a - m a -
6347	Katukina	groundnut		t a m a	tama				380		§439	Kat tama ‘amendoim’	t a - m a -
6348	Amawaka	groundnut		t a m á/a	tamá_I				380		§439	A tamá I	t a - m á/a -
6349	Kaxinawa	groundnut		t a m a	tama				380		§439	Kn tama	t a - m a -
6350	Marinawa	groundnut		t a m a	tama				380		§439	M tama	t a - m a -
6351	Yawanawa	groundnut		t a m a	tama				380		§439	Yaw tama ‘amendoim’	t a - m a -
#
5381	Proto-Panoan	guariba (species of monkey), howler monkey		ɽ o ʔ o	ɽoʔo			Oliveira2014	306		§372	*ɽoʔo ‘guariba (esp. de macaco);; mono aullador’ :	- - ɽ o ʔ o -
5382	Kakataibo	guariba (species of monkey), howler monkey		r o o	roo				306		§372	Ksh roo, **ru ‘coto (esp. de mono)’ (SHELL;; 1987)	- - r o - o -
5383	Kakataibo	guariba (species of monkey), howler monkey		r u	ru			Shell1987	306	1	§372	Ksh roo, **ru ‘coto (esp. de mono)’ (SHELL;; 1987)	- - r u - - -
5384	ShipiboKonibo	guariba (species of monkey), howler monkey		r o ó/o	roó				306		§372	SK roó	- - r o - ó/o -
5385	Kapanawa	guariba (species of monkey), howler monkey		r o ʔ o	roʔo				306		§372	Kp roʔo	- - r o ʔ o -
5386	Marubo	guariba (species of monkey), howler monkey		r u	ru			Anonby2010	306		§372	Mar ru ‘guariba’ (ANONBY; HOLBROOK;; 2010)	- - r u - - -
5387	Chakobo	guariba (species of monkey), howler monkey		r o ʔ o	roʔo				306		§372	Ch roʔo	- - r o ʔ o -
5388	Kaxarari	guariba (species of monkey), howler monkey		t ʃ h ɨ ʔ ɨ	ˈtʃhɨʔɨ		(PICKERING,  s.d.		306		§372	Kax ˈtʃhɨʔɨ ‘guariba’ (PICKERING;;  s.d.)	t ʃ h ɨ ʔ ɨ -
5389	Yaminawa	guariba (species of monkey), howler monkey		r o o	roo				306		§372	Yam roo, roõ ‘mono coto’	- - r o - o -
5390	Yaminawa	guariba (species of monkey), howler monkey		r o õ	roõ				306		§372	Yam roo, roõ ‘mono coto’	- - r o - õ -
5391	Katukina	guariba (species of monkey), howler monkey		r u k u ʔ	ruˈkuʔ				306		§372	Kat ruku [ruˈkuʔ] ‘macaco capelão’	- - r u k u ʔ
5392	Poyanawa	guariba (species of monkey), howler monkey		r u	ru				306		§372	Poy ru ‘guariba’	- - r u - - -
5393	Amawaka	guariba (species of monkey), howler monkey		r o ʔ o	roʔo		II		306		§372	A roʔo II	- - r o ʔ o -
5394	Kaxinawa	guariba (species of monkey), howler monkey		d u	du				306		§372	Kn du	d - - u - - -
5395	Marinawa	guariba (species of monkey), howler monkey		r ó/o	ró				306		§372	M ró	- - r ó/o - - -
5396	Yawanawa	guariba (species of monkey), howler monkey		ɾ u	ɾu				306		§372	Yaw ɾu ‘capelão (macaco)’	- - ɾ u - - -
5397	Korubo	guariba (species of monkey), howler monkey		t ɨ o n	tɨon				306	1	§372	Ko **tɨon ‘macaco guariba’	t - - ɨ - o n
5398	Matis	guariba (species of monkey), howler monkey		d u	du				306		§372	Mt du ‘guariba’	d - - u - - -
#
1492	Proto-Panoan	guava		β ĩ p i ʃ	βĩpiʃ			Oliveira2014	511		§94	*βĩpiʃ ‘goiaba(?)’	β ĩ p i ʃ - -
1493	Kakataibo	guava		β ĩ p í/i ʃ	βĩpíʃ				511		§94	Ksh βĩpíʃ	β ĩ p í/i ʃ - -
1494	ShipiboKonibo	guava		β ĩ p í/i ʃ	βĩpíʃ				511		§94	SK βĩpíʃ	β ĩ p í/i ʃ - -
1495	Amawaka	guava		w ĩ p í/i ʃ	wĩpíʃ_I				511		§94	A wĩpíʃ I ‘guayabo;;  guayaba’, **wĩpiʃ, **wĩpiʃín ‘guayaba’ (HYDE;; 1980)	w ĩ p í/i ʃ - -
1496	Amawaka	guava		w ĩ p i ʃ	wĩpiʃ				511	1	§94	A wĩpíʃ I ‘guayabo;;  guayaba’, **wĩpiʃ, **wĩpiʃín ‘guayaba’ (HYDE;; 1980)	w ĩ p i ʃ - -
1497	Amawaka	guava		w ĩ p i ʃ í/i n	wĩpiʃín			Hyde1980	511	1	§94	A wĩpíʃ I ‘guayabo;;  guayaba’, **wĩpiʃ, **wĩpiʃín ‘guayaba’ (HYDE;; 1980)	w ĩ p i ʃ í/i n
#
1618	Proto-Panoan	hair		β o	βo			Oliveira2014	8		§105	*βo ‘pelo;;  cabelo’ :	β o - -
1619	Kakataibo	hair		β o o	βoo				8		§105	Ksh βoo	β o o -
1620	ShipiboKonibo	hair		β o ó/o	βoó				8		§105	SK βoó, βóo (LORIOT; LAURIAULT; DAY;; 1993)	β o ó/o -
1621	ShipiboKonibo	hair		β ó/o o	βóo			Loriot1993	8		§105	SK βoó, βóo (LORIOT; LAURIAULT; DAY;; 1993)	β ó/o o -
1622	Kapanawa	hair		β o o	βoo				8		§105	Kp βoo	β o o -
1623	Marubo	hair		v o	vo			Cesarino2008	8		§105	Mar vo ‘cabelo’ (CESARINO;; 2008), βʊ (CABRAL; OLIVEIRA;; 2010)	v o - -
1624	Marubo	hair		β ʊ	βʊ			Cabral2010	8		§105	Mar vo ‘cabelo’ (CESARINO;; 2008), βʊ (CABRAL; OLIVEIRA;; 2010)	β ʊ - -
1625	Chakobo	hair		β o o	βoo				8		§105	Ch βoo ‘pelo’	β o o -
1626	Yaminawa	hair		ɸ o	ɸo-				8		§105	Yam ɸo-, ɸoo (FAUST; LOOS;; 2002)	ɸ o - -
1627	Yaminawa	hair		ɸ o o	ɸoo			Faust2002	8		§105	Yam ɸo-, ɸoo (FAUST; LOOS;; 2002)	ɸ o o -
1628	Chaninawa	hair		ɸ o	ɸo				8		§105	Chan ɸo, ɸoo, ɸu	ɸ o - -
1629	Chaninawa	hair		ɸ o o	ɸoo				8		§105	Chan ɸo, ɸoo, ɸu	ɸ o o -
1630	Chaninawa	hair		ɸ u	ɸu				8		§105	Chan ɸo, ɸoo, ɸu	ɸ u - -
1631	Sharanawa	hair		ɸ o	ɸo				8		§105	Shar ɸo, ɸon	ɸ o - -
1632	Sharanawa	hair		ɸ o n	ɸon				8		§105	Shar ɸo, ɸon	ɸ o - n
1633	Shanenawa	hair		f u	fu				8		§105	Shan fu ‘cabelo’	f u - -
1634	Katukina	hair		β o o	βoˈo			Barros1987	8		§105	Kat vuu [βoˈo] (BARROS;; 1987)	β o o -
1635	Poyanawa	hair		β u h	βuh				8		§105	Poy βuh ‘cabelo’	β u - h
1636	Amawaka	hair		w ó/o ó/o	wóó_I				8		§105	A wóó I	w ó/o ó/o -
1637	Kaxinawa	hair		b u	bu				8		§105	Kn bu	b u - -
1638	Marinawa	hair		ɸ ó/o o	ɸóo				8		§105	M ɸóo	ɸ ó/o o -
1639	Yawanawa	hair		h u	[hu]				8		§105	Yaw [hu]	h u - -
1640	Korubo	hair		β u	βu				8		§105	Ko βu ‘pêlo;;  cabelo’	β u - -
1641	Matis	hair		b u	bu				8		§105	Mt bu ‘pêlo (forma genérica)’	b u - -
1642	Mayoruna	hair		b u	bu				8		§105	My bu	b u - -
5164	Marubo	hair		ɾ ɐ n d i	ˈɾɐndi			Cabral2010	290		§358	Mar [ˈɾani] ~ [ˈɾɐndi] ‘pêlo’ (CABRAL; OLIVEIRA;; 2010)	ɾ ɐ n - d i
5166	Kaxarari	hair		tʃ ɐ n i ʔ i	tʃɐˈniˈʔi			Valenzuela2012	290		§358	Kax tʃaniʔi [tʃɐˈniˈʔi] ‘pêlo’ (VALENZUELA; OLIVEIRA;; 2012)	tʃ ɐ n i ʔ i
5168	Katukina	hair		ɾ a n i	ɾaˈni			Cabral2010	290		§358	Kat rani [ɾaˈni] ‘pêlo’ (CABRAL; OLIVEIRA;; 2010)	ɾ a n - - i
5172	Yawanawa	hair		ɾ a n i	ɾaˈni			Cabral2010	290		§358	Yaw rani [ɾaˈni] ‘pêlo’ (CABRAL; OLIVEIRA;; 2010)	ɾ a n - - i
#
3479	Proto-Panoan	hand		m ɨ β i	mɨβi			Oliveira2014	157		§237	*mɨβi ‘mão’ :	m ɨ β i -
3480	ShipiboKonibo	hand		m ɨ β i	mɨβi				157		§237	SK mɨβi ‘ramas pequeñas;;  patas de inssecto’	m ɨ β i -
3481	Marubo	hand		m ɨ β i	mɨβi			Cabral2010	157		§237	Mar mɨβi (CABRAL; RODRIGUES;; 2010)	m ɨ β i -
3482	Yaminawa	hand		m i ɸ i	miɸi				157		§237	Yam miɸi ‘mão’	m i ɸ i -
3483	Chaninawa	hand		b i ɸ i	biɸi				157		§237	Chan biɸi	b i ɸ i -
3484	Sharanawa	hand		m ɨ ɸ i	mɨɸi				157		§237	Shar mɨɸi, mɨɸin	m ɨ ɸ i -
3485	Sharanawa	hand		m ɨ ɸ i n	mɨɸin				157		§237	Shar mɨɸi, mɨɸin	m ɨ ɸ i n
3486	Shanenawa	hand		m ɨ ɸ i	mɨɸi				157		§237	Shan mɨɸi	m ɨ ɸ i -
3487	Katukina	hand		m ɨ β i	mɨβi				157		§237	Kat mɨβi	m ɨ β i -
3488	Amawaka	hand		m ɨ w i	mɨwi		II		157		§237	A mɨwi II ‘mano;;  manga’	m ɨ w i -
3489	Kaxinawa	hand		m ɨ b i	mɨbi				157		§237	Kn mɨbi ‘brazo;; pulsera;; rama;; rama de árbol’	m ɨ b i -
3490	Marinawa	hand		m ɨ́/ɨ ɸ í/i	mɨ́́ɸí				157		§237	M mɨ́́ɸí	m ɨ́/ɨ ɸ í/i -
3491	Yawanawa	hand		m ɨ h i	mɨhi				157		§237	Yaw mɨhi	m ɨ h i -
3521	Proto-Panoan	hand		m ɨ k ɨ r	mɨkɨr			Oliveira2014	159		§239	*mɨkɨr ‘mão’ :	m ɨ k ɨ r -
3522	Kakataibo	hand		m ɨ k ɨ	mɨkɨ				159		§239	Ksh mɨkɨ	m ɨ k ɨ - -
3523	ShipiboKonibo	hand		m ɨ k ɨ	mɨkɨ				159		§239	SK mɨkɨ	m ɨ k ɨ - -
3524	Kapanawa	hand		m ɨ k ɨ́/ɨ n	mɨkɨ́́n				159		§239	Kp mɨkɨ́́n	m ɨ k ɨ́/ɨ n -
3525	Chakobo	hand		m ɨ k ɨ́/ɨ n ɨ	mɨkɨ́́nɨ				159		§239	Ch mɨkɨ́́nɨ, mɨkɨ (ZINGG;; 1998)	m ɨ k ɨ́/ɨ n ɨ
3526	Chakobo	hand		m ɨ k ɨ	mɨkɨ			Zingg1998	159		§239	Ch mɨkɨ́́nɨ, mɨkɨ (ZINGG;; 1998)	m ɨ k ɨ - -
3527	Kaxarari	hand		m ɨ k ɨ l ɨ	mɨkɨˈlɨ			Valenzuela2012	159		§239	Kax mɨkɨˈlɨ (VALENZUELA; OLIVEIRA;; 2012)	m ɨ k ɨ l ɨ
3528	Yaminawa	hand		m ɨ k ɨ̃	mɨkɨ̃			Faust2002	159		§239	Yam mɨkɨ̃ (FAUST; LOOS;; 2002)	m ɨ k ɨ̃ - -
3529	Chaninawa	hand		m ɨ k ɨ	mɨkɨ				159		§239	Chan mɨkɨ	m ɨ k ɨ - -
3530	Sharanawa	hand		m ɨ k ɨ	mɨkɨ				159		§239	Shar mɨkɨ, mɨkɨn ‘mano’	m ɨ k ɨ - -
3531	Sharanawa	hand		m ɨ k ɨ n	mɨkɨn				159		§239	Shar mɨkɨ, mɨkɨn ‘mano’	m ɨ k ɨ n -
3532	Amawaka	hand		m ɨ k ɨ	mɨkɨ_I				159		§239	A mɨkɨ I	m ɨ k ɨ - -
3533	Kaxinawa	hand		m ɨ k ɨ	mɨkɨ				159		§239	Kn mɨkɨ	m ɨ k ɨ - -
3534	Marinawa	hand		m ɨ́/ɨ k ɨ	mɨ́́kɨ				159		§239	M mɨ́́kɨ	m ɨ́/ɨ k ɨ - -
3535	Matis	hand		m ɨ k ɨ n	mɨkɨn				159		§239	Mt mɨkɨn	m ɨ k ɨ n -
#
1940	Proto-Panoan	hard, strong		tʃ o ɽ i ʃ	tʃoɽiʃ			Oliveira2014	36		§130	*tʃoɽiʃ ‘duro;;  forte’ :	tʃ o ɽ i ʃ - -
1941	ShipiboKonibo	hard, strong		tʃ o ɾ i ʃ	tʃoɾiʃ				36		§130	SK tʃoɾiʃ ‘duro’	tʃ o ɾ i ʃ - -
1942	Kapanawa	hard, strong		tʃ o ɾ í/i ʃ	tʃoɾíʃ				36		§130	Kp tʃoɾíʃ ‘duro’	tʃ o ɾ í/i ʃ - -
1943	Chaninawa	hard, strong		ɨ ɾ ɨ	ɨɾɨ				36	1	§130	Chan **ɨɾɨ	- ɨ ɾ ɨ - - -
1944	Sharanawa	hard, strong		tʃ o r i ʂ i a	tʃoriʂia				36		§130	Shar tʃoriʂia ‘tieso;;  rígido como papel nuevo’	tʃ o r i ʂ i a
1945	Amawaka	hard, strong		k ɨ r ɨ x	kɨrɨx			Hyde1980	36	1	§130	A **kɨrɨx ‘áspero;;  duro;;  fuerte’ (HYDE;; 1980)	k ɨ r ɨ x - -
1946	Kaxinawa	hard, strong		ts ɨ d ɨ s	tsɨdɨs			Montag1981c	36		§130	Kn tsɨdɨs ‘tieso;; duro;;  rígido el cuerpo’ (MONTAG;; 1981)	ts ɨ d ɨ s - -
1947	Marinawa	hard, strong		tʃ ó/o ɾ i ʃ i	tʃóɾiʃi				36		§130	M tʃóɾiʃi ‘bien seco;;  como ropa secada al sol’	tʃ ó/o ɾ i ʃ i -
