ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Morphemes,UncertainCognacy,ConceptInSource,ProtoSet,EntryInSource,GroupedSounds
Proto-Panoan-138_semente-1,,Proto-Panoan,138_semente,hɨʂɨ,hɨʂɨ,h ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) h ɨ ʂ ɨ ( - ),[],None,,§136,*hɨʂɨ ‘semente’ :,"['h', 'ɨ', 'ʂ', 'ɨ']"
Kakataibo-138_semente-1,,Kakataibo,138_semente,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,"Ksh ɨʂɨ, ɨ̃ʂɨ ‘semilla;;  pupila del ojo’","['ɨ', 'ʂ', 'ɨ']"
Kakataibo-138_semente-2,,Kakataibo,138_semente,ɨ̃ʂɨ,ɨ̃ʂɨ,!ɨ̃/ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - !ɨ̃/ɨ ʂ ɨ ( - ),[],None,,§136,"Ksh ɨʂɨ, ɨ̃ʂɨ ‘semilla;;  pupila del ojo’","['!ɨ̃/ɨ', 'ʂ', 'ɨ']"
ShipiboKonibo-138_semente-1,,ShipiboKonibo,138_semente,ʔia_hɨʂɨ,ʔia_hɨʂɨ,ʔ i a + h ɨ ʂ ɨ,None,Oliveira2014,42,,,,( ʔ i a + ) h ɨ ʂ ɨ ( - ),[],None,,§136,SK ʔia hɨʂɨ ‘liendre’,"['ʔ', 'i', 'a', '+', 'h', 'ɨ', 'ʂ', 'ɨ']"
Marubo-138_semente-1,,Marubo,138_semente,ɨˈʃɨ,ɨˈʃɨ,ɨ ʃ ɨ,None,Anonby2010,42,,,,( - - - - ) - ɨ ʃ ɨ ( - ),[],None,,§136,Mar ɨˈʃɨ ‘semente’ (ANONBY; HOLBROOK;; 2010),"['ɨ', 'ʃ', 'ɨ']"
Chakobo-138_semente-1,,Chakobo,138_semente,ˈhɨʂɨ,ˈhɨʂɨ,h ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) h ɨ ʂ ɨ ( - ),[],None,,§136,Ch ˈhɨʂɨ ‘partes íntimas de la mujer’,"['h', 'ɨ', 'ʂ', 'ɨ']"
Yaminawa-138_semente-1,,Yaminawa,138_semente,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,None,Faust2002,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,Yam ɨʂɨ ‘semilla’ (FAUST; LOOS;; 2002),"['ɨ', 'ʂ', 'ɨ']"
Chaninawa-138_semente-1,,Chaninawa,138_semente,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,"Chan ɨʂɨ, ɨʃɨ","['ɨ', 'ʂ', 'ɨ']"
Chaninawa-138_semente-2,,Chaninawa,138_semente,ɨʃɨ,ɨʃɨ,ɨ ʃ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʃ ɨ ( - ),[],None,,§136,"Chan ɨʂɨ, ɨʃɨ","['ɨ', 'ʃ', 'ɨ']"
Sharanawa-138_semente-1,,Sharanawa,138_semente,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,"Shar ɨʂɨ, ɨʂɨn ‘semilla’","['ɨ', 'ʂ', 'ɨ']"
Sharanawa-138_semente-2,,Sharanawa,138_semente,ɨʂɨn,ɨʂɨn,ɨ ʂ ɨ n,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( n ),[],None,,§136,"Shar ɨʂɨ, ɨʂɨn ‘semilla’","['ɨ', 'ʂ', 'ɨ', 'n']"
Shanenawa-138_semente-1,,Shanenawa,138_semente,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,Shan ɨʂɨ ‘semente’,"['ɨ', 'ʂ', 'ɨ']"
Katukina-138_semente-1,,Katukina,138_semente,hɨʂɨ,hɨʂɨ,h ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) h ɨ ʂ ɨ ( - ),[],None,,§136,Kat hɨʂɨ ‘semente’,"['h', 'ɨ', 'ʂ', 'ɨ']"
Poyanawa-138_semente-1,,Poyanawa,138_semente,ɨhɨ,ɨhɨ,ɨ h ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ h ɨ ( - ),[],None,,§136,Poy ɨhɨ,"['ɨ', 'h', 'ɨ']"
Amawaka-138_semente-1,,Amawaka,138_semente,hɨxɨ́_I,hɨxɨ́_I,h ɨ x !ɨ́/ɨ,None,Oliveira2014,42,,,,( - - - - ) h ɨ x !ɨ́/ɨ ( - ),[],None,,§136,A hɨxɨ́ I,"['h', 'ɨ', 'x', '!ɨ́/ɨ']"
Kaxinawa-138_semente-1,,Kaxinawa,138_semente,hɨʂɨ,hɨʂɨ,h ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) h ɨ ʂ ɨ ( - ),[],None,,§136,Kn hɨʂɨ,"['h', 'ɨ', 'ʂ', 'ɨ']"
Marinawa-138_semente-1,,Marinawa,138_semente,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,M ɨʂɨ,"['ɨ', 'ʂ', 'ɨ']"
Yawanawa-138_semente-1,,Yawanawa,138_semente,ɨʃɨ,ɨʃɨ,ɨ ʃ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʃ ɨ ( - ),[],None,,§136,Yaw ɨʃɨ,"['ɨ', 'ʃ', 'ɨ']"
Korubo-81_olho-1,,Korubo,81_olho,ɨʃɨ,ɨʃɨ,ɨ ʃ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʃ ɨ ( - ),[],None,,§136,Ko ɨʃɨ ‘olho’,"['ɨ', 'ʃ', 'ɨ']"
Matis-138_semente-1,,Matis,138_semente,ɨʂɨ,ɨʂɨ,ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,Mt ɨʂɨ ‘semente’,"['ɨ', 'ʂ', 'ɨ']"
Mayoruna-138_semente-1,,Mayoruna,138_semente,ɨˈʂɨ.,ɨˈʂɨ.,ɨ ʂ ɨ,None,Oliveira2014,42,,,,( - - - - ) - ɨ ʂ ɨ ( - ),[],None,,§136,My ɨˈʂɨ.,"['ɨ', 'ʂ', 'ɨ']"
Proto-Panoan-139_entrar-1,,Proto-Panoan,139_entrar,hiʔki-,hiʔki-,h i ʔ k i,None,Oliveira2014,43,,,,h i ʔ k i ( - ),[],None,,§137,*hiʔki- ‘entrar’ :,"['h', 'i', 'ʔ', 'k', 'i']"
ShipiboKonibo-139_entrar-1,,ShipiboKonibo,139_entrar,hiki-,hiki-,h i k i,None,Oliveira2014,43,,,,h i - k i ( - ),[],None,,§137,SK hiki-,"['h', 'i', 'k', 'i']"
Kapanawa-139_entrar-1,,Kapanawa,139_entrar,ʔiʔki-,ʔiʔki-,ʔ i ʔ k i,None,Oliveira2014,43,,,,ʔ i ʔ k i ( - ),[],None,,§137,Kp ʔiʔki-,"['ʔ', 'i', 'ʔ', 'k', 'i']"
Marubo-139_entrar-1,,Marubo,139_entrar,iko-,iko-,i k o,None,Cesarino2008,43,,,,- i - k o ( - ),[],None,,§137,Mar iko- ‘entrar’ (CESARINO;; 2008),"['i', 'k', 'o']"
Chakobo-139_entrar-1,,Chakobo,139_entrar,hiko-,hiko-,h i k !o/i,None,Zingg1998,43,,,,h i - k !o/i ( - ),[],None,,§137,"Ch hiko- ‘entrar’ (ZINGG;; 1998), hiki ‘entrar’","['h', 'i', 'k', '!o/i']"
Chakobo-139_entrar-2,,Chakobo,139_entrar,hiki,hiki,h i k i,None,Oliveira2014,43,,,,h i - k i ( - ),[],None,,§137,"Ch hiko- ‘entrar’ (ZINGG;; 1998), hiki ‘entrar’","['h', 'i', 'k', 'i']"
Yaminawa-139_entrar-1,,Yaminawa,139_entrar,iki-,iki-,i k i,None,Faust2002,43,,,,- i - k i ( - ),[],None,,§137,Yam iki- ‘entrar’ (FAUST; LOOS;; 2008),"['i', 'k', 'i']"
Sharanawa-139_entrar-1,,Sharanawa,139_entrar,iki,iki,i k i,None,Oliveira2014,43,,,,- i - k i ( - ),[],None,,§137,"Shar iki, ikia ‘hundirse’","['i', 'k', 'i']"
Sharanawa-139_entrar-2,,Sharanawa,139_entrar,ikia,ikia,i k i a,None,Oliveira2014,43,,,,- i - k i ( a ),[],None,,§137,"Shar iki, ikia ‘hundirse’","['i', 'k', 'i', 'a']"
Amawaka-139_entrar-1,,Amawaka,139_entrar,hiki-,hiki-,h i k i,None,Oliveira2014,43,,,,h i - k i ( - ),[],None,,§137,A hiki-,"['h', 'i', 'k', 'i']"
Kaxinawa-139_entrar-1,,Kaxinawa,139_entrar,hiki-,hiki-,h i k i,None,Oliveira2014,43,,,,h i - k i ( - ),[],None,,§137,Kn hiki-,"['h', 'i', 'k', 'i']"
Marinawa-139_entrar-1,,Marinawa,139_entrar,íkí-,íkí-,!í/i k !í/i,None,Oliveira2014,43,,,,- !í/i - k !í/i ( - ),[],None,,§137,M íkí- ‘entrar;;  penetrar’,"['!í/i', 'k', '!í/i']"
Proto-Panoan-236_espdeformiga-1,,Proto-Panoan,236_espdeformiga,hiʔima,hiʔima,h i ʔ i m a,None,Oliveira2014,44,,,,h i ʔ i m a ( - ),[],None,,§138,*hiʔima ‘esp. de formiga’ :,"['h', 'i', 'ʔ', 'i', 'm', 'a']"
Kakataibo-139_entrar-1,,Kakataibo,139_entrar,nima,nima,n i m a,None,Shell1987,44,,,,n i - - m a ( - ),[],None,,§138,"Ksh nima (SHELL;; 1987), ima","['n', 'i', 'm', 'a']"
Kakataibo-236_espdeformiga-1,,Kakataibo,236_espdeformiga,ima,ima,i m a,None,Oliveira2014,44,,,,- i - - m a ( - ),[],None,,§138,"Ksh nima (SHELL;; 1987), ima","['i', 'm', 'a']"
ShipiboKonibo-236_espdeformiga-1,,ShipiboKonibo,236_espdeformiga,hima,hima,h i m a,None,Oliveira2014,44,,,,h i - - m a ( - ),[],None,,§138,SK hima ‘hormiga roja pequeña con aguijón’,"['h', 'i', 'm', 'a']"
Kapanawa-236_espdeformiga-1,,Kapanawa,236_espdeformiga,hiín,hiín,h i !í/i n,None,Oliveira2014,44,,,,h i - !í/i n - ( - ),[],None,,§138,Kp hiín ‘hormiga negra pequeña’,"['h', 'i', '!í/i', 'n']"
Marubo-236_espdeformiga-1,,Marubo,236_espdeformiga,ɨ,ɨ,ɨ,None,Cesarino2008,548,,,,- ɨ - - - - ( - ),[],1,,§138,Mar **ɨ ‘formiga de fogo’ (CESARINO;; 2008),['ɨ']
Chakobo-236_espdeformiga-1,,Chakobo,236_espdeformiga,hiʔima,hiʔima,h i ʔ i m a,None,Oliveira2014,44,,,,h i ʔ i m a ( - ),[],None,,§138,"Ch hiʔima, ˈhiʔi (ZINGG;; 1998)","['h', 'i', 'ʔ', 'i', 'm', 'a']"
Chakobo-236_espdeformiga-2,,Chakobo,236_espdeformiga,ˈhiʔi,ˈhiʔi,h i ʔ i,None,Zingg1998,44,,,,h i ʔ i - - ( - ),[],None,,§138,"Ch hiʔima, ˈhiʔi (ZINGG;; 1998)","['h', 'i', 'ʔ', 'i']"
Sharanawa-236_espdeformiga-1,,Sharanawa,236_espdeformiga,ima,ima,i m a,None,Oliveira2014,44,,,,- i - - m a ( - ),[],None,,§138,"Shar ima, iman, ‘esp. de hormiga muy pequeña’","['i', 'm', 'a']"
Sharanawa-236_espdeformiga-2,,Sharanawa,236_espdeformiga,iman,iman,i m a n,None,Oliveira2014,44,,,,- i - - m a ( n ),[],None,,§138,"Shar ima, iman, ‘esp. de hormiga muy pequeña’","['i', 'm', 'a', 'n']"
Shanenawa-236_espdeformiga-1,,Shanenawa,236_espdeformiga,ɨna,ɨna,ɨ n a,None,Oliveira2014,550,,,,- ɨ - - n a ( - ),[],1,,§138,Shan **ɨna ‘formiga (gen.)’,"['ɨ', 'n', 'a']"
Katukina-236_espdeformiga-1,,Katukina,236_espdeformiga,hima,hima,h i m a,None,Oliveira2014,44,,,,h i - - m a ( - ),[],None,,§138,Kat hima ‘formiga de fogo’,"['h', 'i', 'm', 'a']"
Amawaka-236_espdeformiga-1,,Amawaka,236_espdeformiga,hima,hima,h i m a,II,Oliveira2014,44,,,,h i - - m a ( - ),[],None,,§138,A hima II,"['h', 'i', 'm', 'a']"
Kaxinawa-236_espdeformiga-1,,Kaxinawa,236_espdeformiga,hima,hima,h i m a,None,Oliveira2014,44,,,,h i - - m a ( - ),[],None,,§138,Kn hima,"['h', 'i', 'm', 'a']"
Marinawa-236_espdeformiga-1,,Marinawa,236_espdeformiga,ímá,ímá,!í/i m !á/a,None,Oliveira2014,44,,,,- !í/i - - m !á/a ( - ),[],None,,§138,M ímá,"['!í/i', 'm', '!á/a']"
Yawanawa-236_espdeformiga-1,,Yawanawa,236_espdeformiga,ima,ima,i m a,None,Oliveira2014,44,,,,- i - - m a ( - ),[],None,,§138,Yaw ima ‘formiga’,"['i', 'm', 'a']"
Proto-Panoan-236_espdeformiga-2,,Proto-Panoan,236_espdeformiga,hi[ts]i,hi[ts]i,h i ts i,None,Oliveira2014,45,,,,h i ts i ( - - - - - - - - ),[],None,,§139,*hi[ts]i ‘esp. de formiga’ :,"['h', 'i', 'ts', 'i']"
Kakataibo-236_espdeformiga-2,,Kakataibo,236_espdeformiga,itsi,itsi,i ts i,None,Oliveira2014,45,,,,- i ts i ( - - - - - - - - ),[],None,,§139,Ksh itsi,"['i', 'ts', 'i']"
Kapanawa-236_espdeformiga-2,,Kapanawa,236_espdeformiga,hisis,hisis,h i s i s,None,Oliveira2014,45,,,,h i s i ( s - - - - - - - ),[],None,,§139,Kp hisis ‘hormiga’,"['h', 'i', 's', 'i', 's']"
Chakobo-236_espdeformiga-3,,Chakobo,236_espdeformiga,ˈhisisa,ˈhisisa,h i s i s a,None,Oliveira2014,45,,,,h i s i ( s a - - - - - - ),[],None,,§139,"Ch ˈhisisa, hisis ‘clase de hormiga’","['h', 'i', 's', 'i', 's', 'a']"
Chakobo-145_clasedehormiga-1,,Chakobo,145_clasedehormiga,hisis,hisis,h i s i s,None,Oliveira2014,45,,,,h i s i ( s - - - - - - - ),[],None,,§139,"Ch ˈhisisa, hisis ‘clase de hormiga’","['h', 'i', 's', 'i', 's']"
Yaminawa-236_espdeformiga-1,,Yaminawa,236_espdeformiga,isis,isis,i s i s,None,Oliveira2014,45,,,,- i s i ( s - - - - - - - ),[],None,,§139,"Yam isis, isisa ‘esp. de hormiga que pica’ (EAKEN;; 2008)","['i', 's', 'i', 's']"
Yaminawa-236_espdeformiga-2,,Yaminawa,236_espdeformiga,isisa,isisa,i s i s a,None,Eakin2008,45,,,,- i s i ( s a - - - - - - ),[],None,,§139,"Yam isis, isisa ‘esp. de hormiga que pica’ (EAKEN;; 2008)","['i', 's', 'i', 's', 'a']"
Sharanawa-236_espdeformiga-3,,Sharanawa,236_espdeformiga,isisi,isisi,i s i s i,None,Oliveira2014,45,,,,- i s i ( s i - - - - - - ),[],None,,§139,"Shar isisi, isisin ‘esp. de hormiga’","['i', 's', 'i', 's', 'i']"
Sharanawa-236_espdeformiga-4,,Sharanawa,236_espdeformiga,isisin,isisin,i s i s i n,None,Oliveira2014,45,,,,- i s i ( s i n - - - - - ),[],None,,§139,"Shar isisi, isisin ‘esp. de hormiga’","['i', 's', 'i', 's', 'i', 'n']"
Kaxinawa-236_espdeformiga-2,,Kaxinawa,236_espdeformiga,hisis,hisis,h i s i s,None,Oliveira2014,45,,,,h i s i ( s - - - - - - - ),[],None,,§139,Kn hisis ‘especie de hormiga grande que pica’,"['h', 'i', 's', 'i', 's']"
Mayoruna-236_espdeformiga-1,,Mayoruna,236_espdeformiga,iˈsipaˈtʃi_ikˈ,iˈsipaˈtʃi_ikˈ,i s i p a tʃ i + i k,(Ver a etimologia 143 abaixo,Oliveira2014,45,,,,- i s i ( - p a tʃ i + i k ),[],None,,§139,My iˈsipaˈtʃi ikˈ ‘hormiga pequeña que vive en la epífita llamada itininga’ (Ver a etimologia 143 abaixo),"['i', 's', 'i', 'p', 'a', 'tʃ', 'i', '+', 'i', 'k']"
Proto-Panoan-142_sangue-1,,Proto-Panoan,142_sangue,himi,himi,h i m i,None,Oliveira2014,47,,,,h i m i ( - - - - ),[],None,,§140,*himi ‘sangue’ :,"['h', 'i', 'm', 'i']"
Kakataibo-142_sangue-1,,Kakataibo,142_sangue,imi,imi,i m i,None,Oliveira2014,47,,,,- i m i ( - - - - ),[],None,,§140,Ksh imi,"['i', 'm', 'i']"
ShipiboKonibo-142_sangue-1,,ShipiboKonibo,142_sangue,himi,himi,h i m i,None,Oliveira2014,47,,,,h i m i ( - - - - ),[],None,,§140,SK himi,"['h', 'i', 'm', 'i']"
Kapanawa-142_sangue-1,,Kapanawa,142_sangue,himi,himi,h i m i,None,Oliveira2014,47,,,,h i m i ( - - - - ),[],None,,§140,Kp himi,"['h', 'i', 'm', 'i']"
Marubo-142_sangue-1,,Marubo,142_sangue,ˈĩmbi,ˈĩmbi,!ĩ/i m b i,None,Cabral2009,47,,,,- !ĩ/i m.b i ( - - - - ),[],None,,§140,Mar imi [ˈĩmbi] (CABRAL; OLIVEIRA;; 2012),"['!ĩ/i', 'm.b', 'i']"
Chakobo-142_sangue-1,,Chakobo,142_sangue,himi,himi,h i m i,None,Oliveira2014,47,,,,h i m i ( - - - - ),[],None,,§140,Ch himi,"['h', 'i', 'm', 'i']"
Kaxarari-142_sangue-1,,Kaxarari,142_sangue,hiˈmi,hiˈmi,h i m i,None,Cabral2009,47,,,,h i m i ( - - - - ),[],None,,§140,Kax hiˈmi (CABRAL; OLIVEIRA;; 2012),"['h', 'i', 'm', 'i']"
Yaminawa-142_sangue-1,,Yaminawa,142_sangue,im-,im-,i m,None,Faust2002,47,,,,- i m - ( - - - - ),[],None,,§140,Yam im- ‘sangre’ (FAUST; LOOS;; 2002),"['i', 'm']"
Chaninawa-142_sangue-1,,Chaninawa,142_sangue,ibi,ibi,i b i,None,Oliveira2014,47,,,,- i b i ( - - - - ),[],None,,§140,Chan ibi,"['i', 'b', 'i']"
Sharanawa-142_sangue-1,,Sharanawa,142_sangue,imi,imi,i m i,None,Oliveira2014,47,,,,- i m i ( - - - - ),[],None,,§140,"Shar imi, imin ‘sangre’","['i', 'm', 'i']"
Sharanawa-142_sangue-2,,Sharanawa,142_sangue,imin,imin,i m i n,None,Oliveira2014,47,,,,- i m i ( n - - - ),[],None,,§140,"Shar imi, imin ‘sangre’","['i', 'm', 'i', 'n']"
Shanenawa-142_sangue-1,,Shanenawa,142_sangue,imi,imi,i m i,None,Oliveira2014,47,,,,- i m i ( - - - - ),[],None,,§140,Shan imi,"['i', 'm', 'i']"
Katukina-142_sangue-1,,Katukina,142_sangue,himi,himi,h i m i,None,Oliveira2014,47,,,,h i m i ( - - - - ),[],None,,§140,Kat himi,"['h', 'i', 'm', 'i']"
Poyanawa-142_sangue-1,,Poyanawa,142_sangue,ĩbi,ĩbi,i ~ b i,None,Oliveira2014,47,,,,- i ~.b i ( - - - - ),[],None,,§140,Poy ĩbi,"['i', '~.b', 'i']"
Amawaka-142_sangue-1,,Amawaka,142_sangue,himi_I,himi_I,h i m i,None,Oliveira2014,47,,,,h i m i ( - - - - ),[],None,,§140,A himi I,"['h', 'i', 'm', 'i']"
Kaxinawa-142_sangue-1,,Kaxinawa,142_sangue,himi,himi,h i m i,None,Oliveira2014,47,,,,h i m i ( - - - - ),[],None,,§140,Kn himi,"['h', 'i', 'm', 'i']"
Marinawa-142_sangue-1,,Marinawa,142_sangue,imi,imi,i m i,None,Oliveira2014,47,,,,- i m i ( - - - - ),[],None,,§140,M imi,"['i', 'm', 'i']"
Yawanawa-142_sangue-1,,Yawanawa,142_sangue,imi,imi,i m i,None,Oliveira2014,47,,,,- i m i ( - - - - ),[],None,,§140,Yaw imi,"['i', 'm', 'i']"
Korubo-142_sangue-1,,Korubo,142_sangue,inta,inta,i n + t a,None,Oliveira2014,47,,,,- i n - ( + t a - ),[],None,,§140,Ko inta ‘sangue’,"['i', 'n', '+', 't', 'a']"
Matis-142_sangue-1,,Matis,142_sangue,imi,imi,i m i,None,Oliveira2014,47,,,,- i m i ( - - - - ),[],None,,§140,Mt imi,"['i', 'm', 'i']"
Mayoruna-142_sangue-1,,Mayoruna,142_sangue,imi,imi,i m i,None,Oliveira2014,47,,,,- i m i ( - - - - ),[],None,,§140,"My imi, inˈtak","['i', 'm', 'i']"
Mayoruna-142_sangue-2,,Mayoruna,142_sangue,inˈtak,inˈtak,i n + t a k,None,Oliveira2014,817,,,,- i n - ( + t a k ),[],None,,§140,"My imi, inˈtak","['i', 'n', '+', 't', 'a', 'k']"
Proto-Panoan-143_rabo-1,,Proto-Panoan,143_rabo,hina,hina,h i n a,None,Oliveira2014,48,,,,h i n a ( - - - - - ),[],None,,§141,*hina ‘rabo’ :,"['h', 'i', 'n', 'a']"
Kakataibo-143_rabo-1,,Kakataibo,143_rabo,ina,ina,i n a,None,Oliveira2014,48,,,,- i n a ( - - - - - ),[],None,,§141,Ksh ina ‘cola’,"['i', 'n', 'a']"
ShipiboKonibo-143_rabo-1,,ShipiboKonibo,143_rabo,hina,hina,h i n a,None,Oliveira2014,48,,,,h i n a ( - - - - - ),[],None,,§141,SK hina,"['h', 'i', 'n', 'a']"
Kapanawa-143_rabo-1,,Kapanawa,143_rabo,hina,hina,h i n a,None,Oliveira2014,48,,,,h i n a ( - - - - - ),[],None,,§141,Kp hina,"['h', 'i', 'n', 'a']"
Marubo-143_rabo-1,,Marubo,143_rabo,ˈina,ˈina,i n a,None,Cabral2009,48,,,,- i n a ( - - - - - ),[],None,,§141,Mar ˈina ‘rabo;;  pênis’ (CABRAL; OLIVEIRA;; 2012),"['i', 'n', 'a']"
Chakobo-143_rabo-1,,Chakobo,143_rabo,hina,hina,h i n a,None,Oliveira2014,48,,,,h i n a ( - - - - - ),[],None,,§141,Ch hina,"['h', 'i', 'n', 'a']"
Kaxarari-143_rabo-1,,Kaxarari,143_rabo,tʃiˈna,tʃiˈna,tʃ i n a,None,Valenzuela2012,48,,,,tʃ i n a ( - - - - - ),[],None,,§141,Kax tʃiˈna (VALENZUELA; OLIVEIRA;; 2012),"['tʃ', 'i', 'n', 'a']"
Chaninawa-143_rabo-1,,Chaninawa,143_rabo,ina,ina,i n a,None,Oliveira2014,48,,,,- i n a ( - - - - - ),[],None,,§141,Chan ina,"['i', 'n', 'a']"
Sharanawa-143_rabo-1,,Sharanawa,143_rabo,ina,ina,i n a,None,Oliveira2014,48,,,,- i n a ( - - - - - ),[],None,,§141,"Shar ina, inapan ‘cola’","['i', 'n', 'a']"
Sharanawa-143_rabo-2,,Sharanawa,143_rabo,inapan,inapan,i n a p a n,None,Oliveira2014,48,,,,- i n a ( p a n - - ),[],None,,§141,"Shar ina, inapan ‘cola’","['i', 'n', 'a', 'p', 'a', 'n']"
Shanenawa-143_rabo-1,,Shanenawa,143_rabo,ina,ina,i n a,None,Oliveira2014,48,,,,- i n a ( - - - - - ),[],None,,§141,Shan ina,"['i', 'n', 'a']"
Katukina-143_rabo-1,,Katukina,143_rabo,hiˈa,hiˈa,h i a,None,Barros1987,48,,,,h i - a ( - - - - - ),[],None,,§141,Kat hina [hiˈa] ‘rabo’ (BARROS;; 1987),"['h', 'i', 'a']"
Amawaka-143_rabo-1,,Amawaka,143_rabo,hina_I,hina_I,h i n a,None,Oliveira2014,48,,,,h i n a ( - - - - - ),[],None,,§141,A hina I,"['h', 'i', 'n', 'a']"
Kaxinawa-143_rabo-1,,Kaxinawa,143_rabo,hina,hina,h i n a,None,Oliveira2014,48,,,,h i n a ( - - - - - ),[],None,,§141,Kn hina ‘cola;;   genitales masculinos’,"['h', 'i', 'n', 'a']"
Marinawa-143_rabo-1,,Marinawa,143_rabo,ina,ina,i n a,None,Oliveira2014,48,,,,- i n a ( - - - - - ),[],None,,§141,M ina,"['i', 'n', 'a']"
Yawanawa-143_rabo-1,,Yawanawa,143_rabo,ina,ina,i n a,None,Oliveira2014,48,,,,- i n a ( - - - - - ),[],None,,§141,Yaw ina,"['i', 'n', 'a']"
Korubo-143_rabo-1,,Korubo,143_rabo,inkwente,inkwente,i n kʷ e n t e,None,Oliveira2014,48,,,,- i n - ( kʷ e n t e ),[],None,,§141,Ko inkwente ‘rabo’,"['i', 'n', 'kʷ', 'e', 'n', 't', 'e']"
Matis-143_rabo-1,,Matis,143_rabo,ina,ina,i n a,None,Oliveira2014,48,,,,- i n a ( - - - - - ),[],None,,§141,Mt ina ‘rabo’,"['i', 'n', 'a']"
Mayoruna-143_rabo-1,,Mayoruna,143_rabo,iŋ.ˈkwen.te,iŋ.ˈkwen.te,i ŋ kʷ e n t e,None,Oliveira2014,48,,,,- i ŋ - ( kʷ e n t e ),[],None,,§141,My inkwente [iŋ.ˈkwen.te],"['i', 'ŋ', 'kʷ', 'e', 'n', 't', 'e']"
Proto-Panoan-144_verolhar-1,,Proto-Panoan,144_verolhar,his-,his-,h i s,None,Oliveira2014,49,,,,h i s ( - - - - ),[],None,,§142,*his- ‘ver;;  olhar’ :,"['h', 'i', 's']"
Kakataibo-35_olhar-1,,Kakataibo,35_olhar,is-,is-,i s,None,Oliveira2014,49,,,,- i s ( - - - - ),[],None,,§142,Ksh is- ‘ver’,"['i', 's']"
ShipiboKonibo-144_verolhar-1,,ShipiboKonibo,144_verolhar,his-,his-,h i s,None,Oliveira2014,49,,,,h i s ( - - - - ),[],None,,§142,SK his- ‘vislumbrar’,"['h', 'i', 's']"
Kapanawa-144_verolhar-1,,Kapanawa,144_verolhar,his-,his-,h i s,None,Oliveira2014,49,,,,h i s ( - - - - ),[],None,,§142,Kp his-,"['h', 'i', 's']"
Chakobo-144_verolhar-1,,Chakobo,144_verolhar,hisná,hisná,h i s n !á/a,None,Oliveira2014,49,,,,h i s ( - n !á/a - ),[],None,,§142,"Ch hisná ‘ve!’, his-ma ‘mostrar’ (ZINGG;; 1998)","['h', 'i', 's', 'n', '!á/a']"
Chakobo-144_verolhar-2,,Chakobo,144_verolhar,his-ma,his-ma,h i s + m a,None,Zingg1998,49,,,,h i s ( + m a - ),[],None,,§142,"Ch hisná ‘ve!’, his-ma ‘mostrar’ (ZINGG;; 1998)","['h', 'i', 's', '+', 'm', 'a']"
Kaxinawa-144_verolhar-1,,Kaxinawa,144_verolhar,-is-,-is-,i s,None,Oliveira2014,49,,,,- i s ( - - - - ),[],None,,§142,Kn -is- ‘ver (acompañado de prefijo)’,"['i', 's']"
Marinawa-144_verolhar-1,,Marinawa,144_verolhar,ismai,ismai,i s m a i,None,Oliveira2014,49,,,,- i s ( - m a i ),[],None,,§142,M ismai ‘mostrar [probablemente <<causar ver>>;; -ma- <<causativo>>;; juego 202]’,"['i', 's', 'm', 'a', 'i']"
Korubo-35_olhar-1,,Korubo,35_olhar,is-,is-,i s,None,Oliveira2014,49,,,,- i s ( - - - - ),[],None,,§142,Ko is- ‘ver’,"['i', 's']"
Matis-35_olhar-1,,Matis,35_olhar,is-,is-,i s,None,Oliveira2014,49,,,,- i s ( - - - - ),[],None,,§142,Mt is- ‘ver’,"['i', 's']"
